Reference,Destination_actuelle_de_l_edifice,Adresse_forme_index,Etablissement_affectataire_de_l_edifice,Autre_appellation_de_l_edifice,Nature_de_la_protection,Auteur_de_l_edifice,Cadastre,Commune_forme_index,Copyright,Type_de_couverture,Datation_de_l_edifice,Denomination_de_l_edifice,Lieu_de_conservation_d_un_element_architectural_deplace,Description_de_l_edifice,Dimensions_normalisees_des_edicules_uniquement,Date_de_Label,Date_de_la_derniere_mise_a_jour,Date_de_creation_de_la_notice,Domaine,Typologie_du_dossier,Date_et_typologie_de_la_protection,Departement_format_numerique,Departement_en_lettres,Partie_d_elevation_exterieure,Source_de_l_energie_utilisee_par_l_edifice,Emplacement__forme_et_structure_de_l_escalier,Description_de_l_elevation_interieure,etat_de_conservation,Cadre_de_l_etude,Genre_du_destinataire,Historique,Nom_du_cours_d_eau_traversant_ou_bordant_l_edifice,Identifiant_Agregee,COG_Insee_lors_de_la_protection,Justification_attribution,Justification_de_la_datation,Liens_externes,Lieudit,Lien_vers_la_base_Archiv_MH,Materiaux_du_gros_oeuvre,Nom_du_redacteur,Observations,Precision_affectataire,Partie_constituante_non_etudiee,Partie_constituante,Precision_sur_la_denomination,Personnes_liees_a_l_edifice,Typologie_de_plan,Precision_de_la_localisation,Precision_de_la_protection,Description_de_l_iconographie,Typologie_de_la_protection,Precision_sur_le_statut_de_l_edifice,Reference_a_un_ensemble,Lien_vers_la_base_Joconde,Lien_vers_la_base_Palissy,References_des_parties_constituantes_etudiees,Region,Elements_remarquables_dans_l_edifice,Remploi,Renvoi_vers_une_notice_de_la_base_Merimee_ou_Palissy,Indexation_iconographique_normalisee,Siecle_de_campagne_secondaire_de_construction,Siecle_de_la_campagne_principale_de_construction,Format_abrege_du_siecle_de_construction,Typologie_de_la_zone_de_protection,Statut_juridique_de_l_edifice,Technique_du_decor_porte_de_l_edifice,Titre_editorial_de_la_notice,Materiaux_de_la_couverture,Couverts_ou_decouverts_du_jardin_de_l_edifice,Vocable___pour_les_edifices_cultuels,Typologie_du_couvrement,Adresse_forme_editoriale,Commune_forme_editoriale,coordonnees_au_format_WGS84,Producteur
PA00090641,,,,,arrêté,,1995 C 434,Moutiers,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,1773,église,,,,,2026-03-04,1993-08-24,architecture religieuse,Dossier de protection,1977/06/15 : inscrit MH,35,Ille-et-Vilaine,,,,,,Recensement immeubles MH,,"Prototype des églises de la région de Vitré, avec bas-côtés à pignonnets perpendiculaires à la nef, et construction en pierre de pays. Présence ancienne d'un monastère aujourd'hui disparu. L'église actuelle date de la fin du 15e et du début du 16e siècle. La façade ouest est datée de 1773, et est percée d'une porte ornée de deux colonnettes et d'un fronton triangulaire interrompu par une niche et un oeil de boeuf. Sur le collatéral sud, présence de gargouilles zoomorphes. Le collatéral nord possède un bas-relief figurant Saint-Pierre, et supporte une tour carrée sommée d'une flèche.",,IPWKKY,35200,,,,le Bourg,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090641&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,Objets mobiliers classés.,,,,,,,,Eglise (cad. C 434) : inscription par arrêté du 15 juin 1977,,inscrit MH,,,,https://www.pop.culture.gouv.fr/notice/palissy/PM35001191;https://www.pop.culture.gouv.fr/notice/palissy/PM35001193;https://www.pop.culture.gouv.fr/notice/palissy/PM35001192;https://www.pop.culture.gouv.fr/notice/palissy/PM35002986;https://www.pop.culture.gouv.fr/notice/palissy/PM35001197;https://www.pop.culture.gouv.fr/notice/palissy/PM35001194;https://www.pop.culture.gouv.fr/notice/palissy/PM35001190;https://www.pop.culture.gouv.fr/notice/palissy/PM35002987;https://www.pop.culture.gouv.fr/notice/palissy/PM35001195;https://www.pop.culture.gouv.fr/notice/palissy/PM35001196;https://www.pop.culture.gouv.fr/notice/palissy/PM35000343;https://www.pop.culture.gouv.fr/notice/palissy/PM35000344;https://www.pop.culture.gouv.fr/notice/palissy/PM35000345;https://www.pop.culture.gouv.fr/notice/palissy/PM35000342;https://www.pop.culture.gouv.fr/notice/palissy/PM35000347;https://www.pop.culture.gouv.fr/notice/palissy/PM35000349;https://www.pop.culture.gouv.fr/notice/palissy/PM35000346;https://www.pop.culture.gouv.fr/notice/palissy/PM35000348,,Bretagne,,,IA00130828,,,15e siècle;17e siècle;3e quart 18e siècle,15e s.;17e s.;18e s.,,propriété de la commune,sculpture,Église Saint-Martin,,,,,,Moutiers,"47.966675670476,-1.21322754007265",
PA00090647,,,,,arrêté,,"1997 G 589, 596, 618",Pacé,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,1655,château,,,,,2026-03-04,1993-08-24,architecture domestique,Dossier de protection,1969/10/17 : inscrit MH,35,Ille-et-Vilaine,,,,,,Recensement immeubles MH,,"Propriété mentionnée dès 1419. Construction de style Louis XIII, composée d'un bâtiment central et de deux ailes non saillantes. Les deux pavillons extrêmes ont une toiture dont les épis de poinçon ont conservé les fleurs de lys à quatre branches. La façade Est présente, aux extrémités des pavillons, deux petites tourelles couronnées chacune d'un toit à l'impériale sommé d'un petit campanile pyramidal.",,IT4RXK,35210,,,,Glestière,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090647&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,,,,,,,,,"Château de la Glestière et ses deux fuies (cad. G 589, 596, 618) : inscription par arrêté du 17 octobre 1969",,inscrit MH,,,,,,Bretagne,,,,,,3e quart 17e siècle,17e s.,,propriété privée,,Château de la Glestière et ses deux fuies,,,,,,Pacé,"48.126889674162,-1.76481929860633",
PA00090746,,Saint-Sauveur (rue) 8,,,arrêté,,1997 AC 595,Rennes,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,,maison,,,,,2026-03-04,1993-08-24,architecture domestique,Dossier de protection,1942/07/04 : inscrit MH,35,Ille-et-Vilaine,,,,,,Recensement immeubles MH,,Maison en pans de bois.,,IE5TMM,35238,,,,,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090746&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,,,,,,,,,Maison (cad. AC 595) : inscription par arrêté du 4 juillet 1942,,inscrit MH,,,,,,Bretagne,,,,,,,,,propriété privée,,Maison,,,,,8 rue Saint-Sauveur,Rennes,"48.1118075297275,-1.68263901446371",
PA00090762,,,,,arrêté,,1997 A 197,Saint-Armel,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,1666,église,,,,,2026-06-02,1993-08-24,architecture religieuse,Dossier de protection,1988/08/29 : inscrit MH,35,Ille-et-Vilaine,,,,,,Recensement immeubles MH,,"Cette église présente un plan en croix latine, un chevet droit et une nef à trois vaisseaux. Reconstruite sur l'emplacement de l'ancienne église, elle a été consacrée en 1666. Elle se compose d'une nef du 15e siècle, d'un choeur et d'un transept. A la façade occidentale, le pignon souligne l'axe de composition de l'édifice. La forme des baies, la corniche à modillons, l'utilisation de la pierre blanche sont représentatives de l'architecture religieuse du 17e siècle en Ille-et-Vilaine.",,ITXS3H,35250,,,,le Bourg,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090762&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,,,,,,,,,Eglise (cad. A 197) : inscription par arrêté du 29 août 1988,,inscrit MH,,,,https://www.pop.culture.gouv.fr/notice/palissy/PM35001204;https://www.pop.culture.gouv.fr/notice/palissy/PM35001203;https://www.pop.culture.gouv.fr/notice/palissy/PM35001200;https://www.pop.culture.gouv.fr/notice/palissy/PM35001202;https://www.pop.culture.gouv.fr/notice/palissy/PM35001201;https://www.pop.culture.gouv.fr/notice/palissy/PM35000518;https://www.pop.culture.gouv.fr/notice/palissy/PM35000517;https://www.pop.culture.gouv.fr/notice/palissy/PM35000516,,Bretagne,,,IA00130869,,,15e siècle;3e quart 17e siècle,17e s.,,propriété de la commune,,Église Saint-Armel,,,,,,Saint-Armel,"48.0133151780409,-1.59120501305119",
PA00090676,,Saint-Yves (rue) ; Le-Bouteiller (rue),,,décret,,1997 AC 551,Rennes,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,,chapelle,,,,,2026-03-04,1993-08-24,architecture religieuse,Dossier de protection,1945/03/10 : classé MH,35,Ille-et-Vilaine,,,,,,Recensement immeubles MH,,"Ancienne chapelle conservant le souvenir historique du mariage d'Anne de Bretagne et de Charles VIII. Elle dépendait autrefois d'un hospice et sa façade principale se trouvait au bord de la Vilaine. L'édifice se compose d'une nef rectangulaire. La façade principale à pignon comprend une porte d'entrée à arc surbaissé et accoladé, surmontée de trois niches.",,I0Z6KH,35238,,,,,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090676&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,Non exploitée.,,,,,,,,Chapelle Saint-Yves (ancienne) (cad. AC 551) : classement par décret du 10 mars 1945,,classé MH,,,,,,Bretagne,,,,,,16e siècle,16e s.,,propriété de la commune,sculpture,Ancienne chapelle Saint-Yves,,,,,rue Saint-Yves ; rue Le-Bouteiller,Rennes,"48.1105242181222,-1.68281694078088",
PA00090726,,Saint-Georges (rue) 8,,,arrêté,,"B 875p, 876p, 877p, 878p, 879p;1997 BE 666",Rennes,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,,immeuble,,,,,2026-03-04,1993-08-24,architecture domestique,Dossier de protection,1967/08/21 : inscrit MH,35,Ille-et-Vilaine,,,,,,Recensement immeubles MH,,"Primitivement, la rue Saint-Georges reliait la première enceinte gallo-romaine à l'abbaye Saint-Georges, fondée au 11e siècle. De 1422 à 1448, une nouvelle enceinte est construite, englobant la rue et l'abbaye, ce qui entraîne la construction de nombreuses maisons de bois. Avec l'installation du Parlement, en 1655, dans le Palais construit par Salomon de Brosse, de nombreuses maisons de rapport sont construites ou surélevées dans cette rue pour loger les conseillers et leurs personnels. Après l'incendie de 1720, certaines familles parlementaires achètent plusieurs maisons de bois pour construire un hôtel avec cour et jardin. Ce mouvement, commencé au 17e siècle, se développe au 18e, au sud de la rue.",,IFZQLQ,35238,,,,,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090726&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,,,,,,,,,"Façades et toitures (cad. B 875p, 876p, 877p, 878p, 879p) : inscription par arrêté du 21 août 1967",,inscrit MH partiellement,,,,,,Bretagne,,,,,,17e siècle,17e s.,,propriété privée,,Immeuble,,,,,8 rue Saint-Georges,Rennes,"48.1114794636949,-1.67691042911617",
PA00090671,,Gambetta (rue) 2,,,arrêté,Corbineau Pierre (maître de l'oeuvre),1997 BP 601,Rennes,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,1670,abbaye,,,,,2026-03-04,1993-08-24,architecture religieuse,Dossier de protection,1930/03/22 : inscrit MH,35,Ille-et-Vilaine,,,,,,Recensement immeubles MH,de bénédictins,"Ancienne abbaye construite en 1670 et présentant un bâtiment flanqué d'un pavillon à chaque extrémité. Un premier édifice, établi vers 1032, a été détruit à la fin du 12e siècle. L'ordonnance se compose de dix-neuf travées identiques présentant, au rez-de-chaussée, une arcade formant portique ; aux deux étages, d'une fenêtre à arc surbaissé ; dans la toiture d'une lucarne alternativement à fronton triangulaire ou circulaire.",,IT0C15,35238,,,,,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090671&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,,,,,,,,,Façades et toitures (cad. BP 601) : inscription par arrêté du 22 mars 1930,,inscrit MH partiellement,,,,,,Bretagne,,,IA35024276,,,3e quart 17e siècle;18e siècle,17e s.;18e s.,,propriété de la commune,,"Ancienne abbaye Saint-Georges des Bénédictins, ou Palais Saint-Georges",,,,,2 rue Gambetta,Rennes,"48.1117708672766,-1.67382726823955",
PA00090659,,,,,arrêté,,1987 A 128,Poilley,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,,château,,,,,2026-03-04,1993-08-24,architecture domestique,Dossier de protection,1926/12/15 : inscrit MH,35,Ille-et-Vilaine,,,,,,Recensement immeubles MH,,,,IX59VN,35230,,,,Poilley,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090659&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,,,,,,,,,Château (ancien) : inscription par arrêté du 15 décembre 1926,,inscrit MH,,,,,,Bretagne,,,,,,,,,propriété privée,,Ancien château,,,,,,Poilley,"48.4737676673805,-1.25136213656627",
PA00090728,,Saint-Georges (rue) 12,,,arrêté,,"B 881p, 881, 882, 883;1997 BE 536",Rennes,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,,immeuble,,,,,2026-03-04,1993-08-24,architecture domestique,Dossier de protection,1967/08/21 : inscrit MH,35,Ille-et-Vilaine,,,,,,Recensement immeubles MH,,Le rez-de-chaussée en granit est surmonté d'étages en pans de bois.,,I1667H,35238,,,,,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090728&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,,,,,,,,,"Façades et toitures (cad. B 881p, 881, 882, 883) : inscription par arrêté du 21 août 1967",,inscrit MH partiellement,,,,,,Bretagne,,,,,,17e siècle,17e s.,,propriété privée,,Immeuble,,,,,12 rue Saint-Georges,Rennes,"48.1114511755757,-1.67679519683186",
PA00090705,,Corbin (rue de) 1,,,arrêté,,1997 BE 448,Rennes,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,,immeuble,,,,,2026-03-04,1993-08-24,architecture domestique,Dossier de protection,1967/01/18 : inscrit MH,35,Ille-et-Vilaine,,,,,,Recensement immeubles MH,,"Grand corps de logis à deux étages sur rez-de-chaussée. Une partie des dépendances date du 15e siècle. L'hôtel remonte au 17e. Une partie est en maçonnerie, l'autre en pans de bois enduits.",,IP817L,35238,,,,,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090705&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,,,,,,,,,Façades et toitures (cad. BE 448) : inscription par arrêté du 18 janvier 1967,,inscrit MH partiellement,,,,,,Bretagne,,,,,,17e siècle,17e s.,,propriété privée,,Immeuble,,,,,1 rue de Corbin,Rennes,"48.1112447706603,-1.67625473761131",
PA00090534,,,,,arrêté,,1997 A 457,Clayes,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,,croix de cimetière,,,,,2026-03-04,1993-08-24,architecture religieuse,Dossier de protection,1907/03/10 : classé MH,35,Ille-et-Vilaine,,,,,,Recensement immeubles MH,,"Sur trois marches, un socle carré se termine en octogone. Sur la croix, la branche ouest présente la Vierge à l'Enfant accompagnée de deux personnages ; celle de l'est représente le Christ en croix avec deux femmes à ses pieds.",,I1O64M,35081,,,,le Bourg,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090534&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,,,,,,,,,Croix en granit du 15e siècle (cad. A 457) : classement par arrêté du 10 mars 1907,,classé MH,,,,,,Bretagne,,,IA35028728,,,15e siècle,15e s.,,propriété de la commune,sculpture,Croix en granit du 15e siècle,,,,,,Clayes,"48.176122383711,-1.85277993896307",
PA00090707,,Hoche (rue) 2 ; Victor-Hugo (rue) 1,,,arrêté,,"1997 BE 378, 379",Rennes,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,,immeuble,,,,,2026-03-04,1993-08-24,architecture domestique,Dossier de protection,1942/10/29 : classé MH,35,Ille-et-Vilaine,,,,,,Recensement immeubles MH,,,,IPGKW1,35238,,,,,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090707&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,,,,,,,,,"Façade et toiture (cad. BE 378, 379) : classement par arrêté du 29 octobre 1942",,classé MH partiellement,,,,,,Bretagne,,,,,,18e siècle,18e s.,,propriété privée,,Immeuble,,,,,2 rue Hoche ; 1 rue Victor-Hugo,Rennes,"48.1125618361881,-1.67719618899897",
PA00090631,,,,,arrêté,,1999 C 318,Miniac-sous-Bécherel,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,,mégalithe;menhir,,,,,2026-03-04,1993-08-24,"architecture funéraire, commémorative ou votive",Dossier de protection,1960/12/28 : classé MH,35,Ille-et-Vilaine,,,,,,Recensement immeubles MH,,,,I7HRTB,35180,,,,la Rochelle,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090631&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,N° site archéologique : 35 180 1 AP.,,,,,,,,Deux mégalithes (cad. C 318) : classement par arrêté du 28 décembre 1960,,classé MH,,,,,,Bretagne,,,IA00059426,,,Néolithique,Préhistoire,,propriété privée,,Deux mégalithes,,,,,,Miniac-sous-Bécherel,"48.2813076605986,-1.9261579298464202",
PA00090733,,Chapitre (rue du) 22 ; Psalette (rue de la),,,arrêté,,1997 AC 586,Rennes,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,,maison,,,,,2026-03-04,1993-08-24,architecture domestique,dossier de protection,1942/07/04 : inscrit MH,35,Ille-et-Vilaine,,,,,,recensement immeubles MH,,"Cet immeuble, qui date vraisemblablement du 16e siècle, échappa à l'incendie de 1720. C'est une maison à trois étages, dont la façade est entièrement recouverte d'ardoises, sauf les sablières sculptées en bois qui sont restées apparentes.",,IKJNER,35238,,,,,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090733&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,,,,,,,,,La maison (cad. AC 586) : inscription par arrêté du 4 juillet 1942,,inscrit MH,,,,,,Bretagne,,,,,,16e siècle,16e s.,,propriété privée,sculpture,Maison,,,,,22 rue du Chapitre ; rue de la Psalette,Rennes,"48.1111922026614,-1.68301900065108",
PA00090753,,"Portes-Mordelaises (rue des) 3, 8",,,arrêté,,"1997 AC 50, 51",Rennes,"© Monuments historiques, 1992. Cette notice reprend intégralement les termes de l’arrêté de protection au titre des Monuments historiques. Elle répond à l’obligation réglementaire du ministère de la Culture d’établir la liste générale des immeubles protégés (art. R. 621-80 du Code du patrimoine). Elle est donc opposable et fait foi juridiquement. Aucune copie numérique ou papier ne sera fournie par courrier ni courriel. Le dossier de protection complet et l’arrêté sont consultables uniquement sur place, dans la salle de lecture de la Médiathèque du patrimoine et de la photographie (MPP), à Charenton-le-Pont (Val-de-Marne).",,1440,porte de ville,,,,,2026-03-04,1993-08-24,architecture militaire,Dossier de protection,1926/06/11 : inscrit MH,35,Ille-et-Vilaine,,,,,,Recensement immeubles MH,,"Les portes défendaient l'ancien rempart de la ville. Deux tours subsistent, en granit, avec les traces de défense et de pont levis. Des mâchicoulis les surmontent. A l'intérieur, les salles subsistent également. La Porte Mordelaise a été reconstruite sur ses anciennes bases vers 1440 ; une porte d'époque romaine devait exister à cet emplacement. Elle se nommait également Porte Royale car les ducs de Bretagne et les évêques de Rennes y faisaient leur entrée dans la ville. Jusqu'à la fin du 16e siècle, elle servit de demeure au gouverneur. C'est là également que se trouvait la Garde-Robe de la ville, à savoir le magasin des objets, et principalement de l'artillerie, lui appartenant. Les bourgeois y tinrent souvent leurs réunions avant de posséder une maison en ville. La chambre des comptes s'y réunit aussi au 15e siècle. Après avoir été fermée pendant les guerres de la Ligue, elle fut donnée à bail par le gouverneur à des particuliers. En 1793, elle reçut le nom de Porte Marat et servit de prison. ££Belle porte complète du 15e siècle, elle se compose d'une grande et d'une petite porte flanquées de deux grosses tours. La façade est en granit. La porte est légèrement ogivale. Autrefois, de larges douves et un pont levis la précédaient. Au-dessus de la grande porte se trouve une petite niche rectangulaire surmontée d'une pierre sculptée mutilée. Elle figure deux lions affrontés soutenant une lance à laquelle sont attachés à droite une bannière carrée, à gauche un guidon à deux pointes. La courtine est couronnée d'une rangée de mâchicoulis à trois ressauts ornés d'arcs trilobés. Un couloir autrefois voûté (voûte démolie en 1774) traverse la courtine et forme le passage. Son mur ouest présente une grande ogive et son mur Est une porte en anse de panier qui conduit à un escalier.",,I6B68J,35238,,,,,https://archives-map.culture.gouv.fr/archive/recherche/simple/n:19?RECH_S=PA00090753&RECH_DocumentsNumerises=0&Archives.RECH_Valid=&type=simple,,,,,,,,,,,"Porte Mordelaise (cad. AC 50, 51) : inscription par arrêté du 11 juin 1926",,inscrit MH,,,,,,Bretagne,,,PA00090688;PA00090755;PA35000085,,,15e siècle,15e s.,,propriété de la commune,,Porte Mordelaise,,,,,"3, 8 rue des Portes-Mordelaises",Rennes,,
