site_id,site_nom,site_type,site_adresse,site_identif_date,site_actu_date,site_url,site_ademe_url,site_securite,site_occupation,site_statut,site_projet_url,site_reconv_annee,site_reconv_type,activite_libelle,activite_code,activite_fin_annee,comm_nom,comm_insee,bati_type,bati_nombre,bati_surface,bati_pollution,bati_vacance,bati_patrimoine,bati_etat,local_ancien_annee,local_recent_annee,proprio_type,proprio_personne,proprio_nom,sol_pollution_annee,sol_pollution_existe,sol_pollution_origine,sol_pollution_commentaire,sol_depollution_fiche,unite_fonciere_surface,unite_fonciere_refcad,urba_zone_type,urba_zone_lib,urba_zone_formdomi,urba_doc_type,desserte_distance,desserte_commentaire,source_nom,source_url,source_producteur,source_contact,geompoint,geomsurf
35238_15214,"ASTRAL Sté, stockage de peinture",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3501604,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Fabrication et/ou stockage (sans application) de peintures, vernis, encres et mastics ou solvants",NA,NA,RENNES,35238,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,2021,2021,G2c,personne morale,LES COPROPRIETAIRES 238 BX 25 IDENTITY THREE,NA,inconnu,inconnu,NA,NA,2176,"{35238000BX0025,35238000BX0027,35238000BX0620,35238000BX0621,35238000BX0918,35238000BX0921,35238000BX0923,35238000BX0925,35238000BX0927,35238000BX0929,35238000BX0932,35238000BX0936,35238000BX0951,35238000BX0953}",U,UA1a(d) - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.675469 48.10199),NA
35238_19447,"LEGAL, station-service",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3501466,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Commerce de gros, de détail, de désserte de carburants en magasin spécialisé (station service  de toute capacité de stockage)",NA,NA,RENNES,35238,inconnu,0,NA,inconnu,inconnu,inconnu,inconnu,NA,NA,P5a,personne morale,COMMUNE DE RENNES,NA,inconnu,inconnu,NA,NA,370,"{35238000DE0367,35238000DE0399,35238000DE0400}",U,UB1a - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.689423 48.09756),NA
35238_19472,"RICHIER CHEVREL / BELTAN, laboratoire de biologie medicale",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3504843,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Laboratoires d'analyses médicales,NA,NA,RENNES,35238,inconnu,0,NA,inconnu,inconnu,inconnu,inconnu,NA,NA,G2a,personne morale,14 RUE DES FOSSES LES COPS,NA,inconnu,inconnu,NA,NA,104,{35238000BE0348},U,psmv - ,NA,PSMV,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.676542 48.11344),NA
35238_19499,"SERVICE NATIONAL DES ATELIERS-GARAGES / CENTRE AUTOMOBILE REGIONAL DES PTT, station service ; garage ; atelier d'application de peintures et atelier de charges d'accumulateurs",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3503472,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Commerce de gros, de détail, de désserte de carburants en magasin spécialisé (station service  de toute capacité de stockage)",NA,NA,RENNES,35238,inconnu,2,NA,inconnu,inconnu,inconnu,inconnu,2010,2012,G2c,personne morale,LES COPROPRIETAIRES PARCELLES BV 1044 1046 1049,NA,inconnu,inconnu,NA,NA,4205,"{35238000BV1044,35238000BV1045,35238000BV1046,35238000BV1047,35238000BV1048,35238000BV1049}",U,UG2a - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.67623 48.0983),NA
35238_19503,"CATELLE et FOUCHER Etablissements / ENTREPOTS BUFERON SA, fabrique d'hypochlorites alcalins",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3500496,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Transformateur (PCB, pyralène, ...)",NA,NA,RENNES,35238,inconnu,0,NA,inconnu,inconnu,inconnu,inconnu,NA,NA,P5a,personne morale,COMMUNE DE RENNES,NA,inconnu,inconnu,NA,NA,4645,"{35238000DE0659,35238000DE0660}",U,UO1 - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.68836 48.10051),NA
35238_19504,"LACOUR FRERES SOCIETE, application de vernis",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3503597,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Traitement et revêtement des métaux (traitement de surface, sablage et métallisation, traitement électrolytique, application de vernis et peintures)",NA,NA,RENNES,35238,inconnu,2,NA,inconnu,inconnu,inconnu,inconnu,1997,2017,G2a,personne morale,LES COPROPRIETAIRES DU 23 RUE DE CHATILLON,NA,inconnu,inconnu,NA,NA,9486,"{35238000BX0034,35238000BX0035,35238000BX0037,35238000BX0638,35238000BX0698,35238000BX0701,35238000BX0711,35238000BX0713,35238000BX0742,35238000BX0874,35238000BX0937,35238000BX0938,35238000BX0939,35238000BX0940,35238000BX0941,35238000BX0942,35238000BX0943,35238000BX0944,35238000BX0945,35238000BX0946,35238000BX0947,35238000BX0948,35238000BX0949,35238000BX0950,35238000BX0955,35238000BX0956,35238000BX0957,35238000BX0958,35238000BX0959,35238000BX0960,35238000BX0964,35238000BX0965}",U,UO1 - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.673541 48.10179),NA
35238_19516,"TEXIER, tannerie",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3500019,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Apprêt et tannage des cuirs ; préparation et teinture des fourrures et cuirs (tannerie, mégisserie, corroierie, peaux vertes ou bleues)",NA,NA,RENNES,35238,inconnu,2,NA,inconnu,inconnu,inconnu,inconnu,1999,1999,G2a,personne morale,LES COPROPRIETAIRES,NA,inconnu,inconnu,NA,NA,1101,"{35238000BR0670,35238000BR0686}",U,UA1a - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.666749 48.10627),NA
35238_19519,"LIGER et MENSIER, fabrique d'engrais animalisé",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3500029,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Fabrication de produits azotés et d'engrais,NA,NA,RENNES,35238,inconnu,3,NA,inconnu,inconnu,inconnu,inconnu,2003,2003,P5a,personne morale,COMMUNE DE RENNES,NA,inconnu,inconnu,NA,NA,64809,"{35238000AI0250,35238000AI0260,35238000AI0261,35238000AI0429,35238000AI0430,35238000AI0431,35238000AI0432,35238000AI0433,35238000EM0029,35238000EM0051,35238000EM0067,35238000EM0069,35238000EM0071,35238000EM0087,35238000EM0090,35238000EM0091,35238000EM0092,35238000EM0093,35238000EM0094}",U,UG2a - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.712959 48.10743),NA
35238_19520,"OGER, fabrique d'engrais",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3500073,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Fabrication de produits azotés et d'engrais,NA,NA,RENNES,35238,inconnu,2,NA,inconnu,inconnu,inconnu,inconnu,1960,1960,G1c,personne morale,FOB,NA,inconnu,inconnu,NA,NA,8717,{35238000EM0084},U,UI1a - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.71633 48.1068),NA
35238_19521,"PANHALEUX Frères, forge et taillanderie",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3501246,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Traitement et revêtement des métaux (traitement de surface, sablage et métallisation, traitement électrolytique, application de vernis et peintures)",NA,NA,RENNES,35238,inconnu,0,NA,inconnu,inconnu,inconnu,inconnu,NA,NA,P4a,personne morale,RENNES METROPOLE,NA,inconnu,inconnu,NA,NA,234,{35238000DK0582},U,UA1a - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.692932 48.10695),NA
35238_37799,Foncier CEGELEC,inconnu,NA,2025-11-14,NA,NA,NA,NA,NA,friche avec projet,NA,NA,NA,NA,NA,NA,Rennes,35238,NA,2,NA,NA,NA,NA,NA,2002,2002,F2a,personne morale,ETABLISSEMENT PUBLIC FONCIER BRETAGNE,NA,inconnu,NA,NA,NA,13707,{35238000HT0014},U,UI1a - ,NA,PLUI,NA,NA,NA,https://www.economie.gouv.fr/plan-de-relance/profils/collectivites/fonds-pour-le-recyclage-des-friches,Appel à projet Fonds Friches,NA,POINT (-1.686513 48.13294),NA
35238_19522,"Cie de Transport d'Ille-et-Vilaine, DLI",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3500565,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Dépôt de liquides inflammables (D.L.I.),NA,NA,RENNES,35238,inconnu,16,NA,inconnu,inconnu,inconnu,inconnu,0,2023,F6a|P4a|P5a,personne morale,COMMUNE DE RENNES|RENNES METROPOLE|TERRITOIRES PUBLICS,NA,inconnu,inconnu,NA,NA,434003,"{35238000CK0284,35238000CK0287,35238000CK0300,35238000CK0302,35238000CK0316,35238000CK0381,35238000CK0383,35238000CK0432,35238000CK0434,35238000CK0436,35238000CK0438,35238000CK0440,35238000CK0442,35238000CL0001,35238000CL0002,35238000CL0005,35238000CL0007,35238000CL0022,35238000CL0023,35238000CL0033,35238000CL0034,35238000CL0035,35238000CL0036,35238000CL0059,35238000CL0060,35238000CL0062,35238000CL0069,35238000CL0130,35238000CL0132,35238000CL0137,35238000CL0138,35238000CL0139,35238000CL0140,35238000CL0142,35238000CL0143,35238000CL0144,35238000CL0146,35238000CL0147,35238000CL0149,35238000CL0161,35238000CL0163,35238000CL0165,35238000CL0168,35238000CL0169,35238000CL0172,35238000CL0173,35238000CM0060,35238000CM0062,35238000CM0063,35238000CM0064,35238000CM0065,35238000CL0191,35238000CK0010,35238000CK0011,35238000CK0109,35238000CK0120,35238000CK0122,35238000CK0184,35238000CK0185,35238000CK0317,35238000CK0319,35238000CK0322,35238000CK0324,35238000CK0326,35238000CK0328,35238000CK0334,35238000CK0336,35238000CK0339,35238000CK0342,35238000CK0343,35238000CK0350,35238000CK0356,35238000CK0366,35238000CK0368,35238000CK0370,35238000CK0371,35238000CK0377,35238000CK0389,35238000CK0390,35238000CK0393,35238000CK0399,35238000CK0419,35238000CK0421,35238000CK0429,35238000CK0430,35238000CK0433,35238000CK0435,35238000CK0437,35238000CK0439,35238000CK0441,35238000CK0443,35238000CK0445,35238000CK0447,35238000CL0071,35238000CL0072,35238000CL0082,35238000CL0091,35238000CL0166,35238000CL0174,35238000CL0188}",U,UO1 - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.644484 48.10851),NA
35238_19531,"PENIGUEL Sté, garage",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3501283,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Garages, ateliers, mécanique et soudure",NA,NA,RENNES,35238,inconnu,9,NA,inconnu,inconnu,inconnu,inconnu,NA,2024,G1a|G2a|P5a,personne morale,COMMUNE DE RENNES|LES COPROPRIETAIRES RENNES AR 508 LOT VOL 4|SCI PHENOM,NA,inconnu,inconnu,NA,NA,16153,"{35238000AR0518,35238000AR0533,35238000AR0535,35238000AR0508,35238000AR0510,35238000AR0512,35238000AR0516,35238000AR0532,35238000AR0534,35238000AR0536,35238000AR0537,35238000AR0538,35238000AR0549,35238000AR0551,35238000AR0553,35238000AR0557,35238000AR0559,35238000AR0560,35238000AR0561,35238000AR0563,35238000AR0565,35238000AR0567,35238000AR0568,35238000AR0569,35238000AR0571,35238000AR0573,35238000AR0575,35238000AR0577,35238000AR0578,35238000AR0595,35238000AR0599,35238000AR0601,35238000AR0603,35238000AR0604}",U,UO1 - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.675278 48.12523),NA
35238_32185,Projet Jacques-Cartier,inconnu,56 bd Jacques-Cartier,2024-12-19,2024-12-19,NA,NA,inconnu,inconnu,friche avec projet,NA,NA,NA,NA,NA,NA,RENNES,35238,inconnu,2,NA,inconnu,inconnu,présence d'un bâtiment classé,inconnu,1900,1900,P4a,personne morale,RENNES METROPOLE,NA,pollution supposée,inconnu,NA,NA,13439,{35238000CX0021},U,UG2a - ,NA,PLUI,NA,NA,urban vitaliz,NA,urbanvitaliz,NA,POINT (-1.683779 48.09635),NA
35238_3774,"SEBERT, fonderie de seconde fusion",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3500140,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Fonderie,NA,NA,RENNES,35238,inconnu,0,NA,inconnu,inconnu,inconnu,inconnu,NA,NA,P5a,personne morale,COMMUNE DE RENNES,NA,inconnu,inconnu,NA,NA,811,"{35238000AI0382,35238000AI0384,35238000AI0386,35238000AI0388,35238000AI0390,35238000AI0392}",N,N - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.706037 48.10692),NA
35240_10132,"Rennaise du meuble Sté, travail du bois et dépôt de fuel et stockage d'acétone",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3501670,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Transformateur (PCB, pyralène, ...)",NA,NA,LE RHEU,35240,inconnu,2,NA,inconnu,inconnu,inconnu,inconnu,1971,1971,G1a,personne morale,INVEST PATRIM PEINTURIER BROTHERS,NA,inconnu,inconnu,NA,NA,42810,"{35240000ZE0097,35240000ZE0188,35240000ZE0251,35240000ZE0577,35240000ZE0579}",U,UG2b - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.777599 48.09439),NA
35245_1415,"PIEL Jean, garage",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3500860,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Garages, ateliers, mécanique et soudure",NA,NA,ROMILLE,35245,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,2016,2016,G1a,personne morale,SCI BIENLOR,NA,inconnu,inconnu,NA,NA,675,"{35245000AE0378,35245000AE0380,35245000AE0382}",U,UD2b - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.894237 48.22001),NA
35245_3819,"GASNOT / JOUANIN / PRRAULT / AUBERT / TRAMHEL / LEGAVRE, station service",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3504304,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Commerce de gros, de détail, de désserte de carburants en magasin spécialisé (station service  de toute capacité de stockage)",NA,NA,ROMILLE,35245,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,1669,1669,G1a,personne morale,JSL,NA,inconnu,inconnu,NA,NA,231,{35245000AD0267},U,UA1h - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.892364 48.21585),NA
35250_25634,"Appel à projet Fonds Vert 2023 -Ancienne Poste, ancien bar et ancienne boucherie",friche d'habitat,NA,2000-12-31,2024-02-13,NA,NA,inconnu,inconnu,friche avec projet,NA,NA,habitat,NA,NA,NA,SAINT-ARMEL,35250,inconnu,4,NA,amiante,inconnu,inconnu,inconnu,1800,1850,F6b|P5a,personne morale,COMMUNE DE SAINT ARMEL|VIABILIS AMENAGEMENT,NA,pollution peu probable,inconnu,NA,NA,32761,"{35250000AA0051,35250000AA0052,35250000AA0058,35250000AA0060,35250000AA0573,35250000AA0593,35250000AA0595,35250000AA0596,35250000AA0597,35250000AA0598,35250000AA0599,35250000AA0600,35250000AA0601,35250000AA0602,35250000AA0603,35250000AA0604,35250000AA0605,35250000AA0606,35250000AA0607,35250000AA0608,35250000AA0609,35250000AA0610,35250000AA0611,35250000AA0612,35250000AA0613,35250000AA0614,35250000AA0615,35250000AA0616,35250000AA0617,35250000AA0063,35250000AA0064,35250000AA0065,35250000AA0066,35250000AA0452}",U,UA1c - ,NA,PLUI,NA,NA,Appel à projet Fonds Friches,https://www.economie.gouv.fr/plan-de-relance/profils/collectivites/fonds-pour-le-recyclage-des-friches,Appel à projet Fonds Friches,NA,POINT (-1.591516 48.01358),NA
35250_6097,"PIQUEREL Aimée, dépôt de carburant",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3502002,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Commerce de gros, de détail, de désserte de carburants en magasin spécialisé (station service  de toute capacité de stockage)",NA,NA,SAINT-ARMEL,35250,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,NA,1890,F1a|F6a,personne morale,LOTISSEMENTS ET CONSTRUCTIONS SA|NEOTOA|OMNIUM CONSTRUCTIONS DEVELOP LOCATIONS,NA,inconnu,inconnu,NA,NA,19154,"{35250000AA0553,35250000AA0555,35250000AA0556,35250000AA0558,35250000AA0519,35250000AA0521,35250000AA0522,35250000AA0536,35250000AA0538,35250000AA0550,35250000AA0557,35250000AA0559}",AUc,1AUO1 - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.594142 48.01379),NA
35278_5535,"COLZY SARL, application de peinture",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3503869,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Traitement et revêtement des métaux (traitement de surface, sablage et métallisation, traitement électrolytique, application de vernis et peintures)",NA,NA,SAINT-GREGOIRE,35278,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,0,0,G1a,personne morale,SCI SOBRECIM,NA,inconnu,inconnu,NA,NA,4791,"{35278000BA0023,35278000BA0024}",U,UI2 - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.68844 48.13704),NA
35281_19435,"SAINT-JACQUES-DE-LA-LANDE commune de / CITROEN, Décharge du bas du camp",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3504362,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Dépôts de gravats,NA,NA,SAINT-JACQUES-DE-LA-LANDE,35281,inconnu,0,NA,inconnu,inconnu,inconnu,inconnu,NA,NA,P4a,personne morale,RENNES METROPOLE,NA,inconnu,inconnu,NA,NA,67496,{35281000AP0007},N,NP - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.754266 48.07079),NA
35281_19490,"SUPER U / SOCOPAN, DLI et station-service",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3500858,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Commerce de gros, de détail, de désserte de carburants en magasin spécialisé (station service  de toute capacité de stockage)",NA,NA,SAINT-JACQUES-DE-LA-LANDE,35281,inconnu,4,NA,inconnu,inconnu,inconnu,inconnu,2010,2017,F7b,personne morale,SOCODIS,NA,inconnu,inconnu,NA,NA,9575,"{35281000AB0219,35281000AB0221,35281000AB0517}",U,UB2b - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.692177 48.09259),NA
35281_21313,Appel à projet Recyclage Foncier 2021 3ième édition (Dossier N° 8586637) - Bretagne - 35281 - friche: Pilate - La Courrouze,friche industrielle,NA,2021-05-10,2022-05-14,NA,NA,inconnu,inconnu,friche avec projet,NA,NA,NA," L'historique du site montre que 2 activités sont susceptibles d'être à l'origine de la pollution : 1. Usine de fabrication et de stockage de matériaux de construction entre 1946 et 1986 (Société rennaise de préfabrication, réf. BRE3502012, https://fiches-risques.brgm.fr/georisques/basias-detaille...) 2. Usine de négoce, fabrication et recyclage de produits chimiques entre 1940 et 2001, (Société Langlois Chimie, Pas de fiche) La Société rennaise de préfabrication n' a pas déposé de dossier de cessation d'activité auprès de la DREAL. Les différentes pièces administratives à disposition de la DREAL concernant Langlois Chimie ne comportent aucun élément relatif aux modalités de changement d’exploitant. Aucun récépissé de déclaration de cessation d’activité effectuée n’a pu être délivré (cf. CRUCPE page 4).",NA,2001,SAINT-JACQUES-DE-LA-LANDE,35281,inconnu,87,NA,inconnu,inconnu,aucun,inconnu,NA,0,A3h,personne morale,TERRITOIRES ET DEVELOPPEMNT SOCIETE D AMENAGEMENT DU BASSIN,NA,pollution avérée,inconnu,NA,NA,528067,"{35281000AW0100,35281000AW0101,35281000AW0212,35281000AW0231,35281000AW0226,35281000AW0221,35281000AW0222,35281000AW0232,35281000AW0233,35281000AW0234,35281000AW0032,35281000AA0041,35281000AA0043,35281000AA0044,35281000AA0040,35281000AA0045,35281000AA0061,35281000AA0062,35281000AA0063,35281000AA0064,35281000AA0065,35281000AA0066,35281000AA0068,35281000AA0067,35281000AA0042,35281000AA0071,35281000AA0070,35281000AA0069,35281000AW0236,35281000AW0029,35281000AW0108,35281000AW0213,35281000AW0235,35281000AW0237,35281000AA0114,35281000AA0024,35281000AA0023,35281000AA0022,35281000AA0021,35281000AA0025,35281000AC0391,35281000AC0420,35281000AC0423,35281000AC0425,35281000AC0427,35281000AC0429,35281000AB0001,35281000AB0536,35281000AB0540,35281000AB0542,35281000AB0544,35281000AB0547,35281000AB0548,35281000AB0550,35281000AB0551,35281000AB0553,35281000AB0555,35281000AC0298,35281000AC0299,35281000AC0300,35281000AC0301,35281000AC0302,35281000AC0303,35281000AC0304,35281000AC0384,35281000AC0386,35281000AC0387,35281000AC0388,35281000AC0393,35281000AC0400,35281000AC0421,35281000AC0424,35281000AC0426,35281000AC0428,35281000AC0442,35281000AC0443,35281000AC0444,35281000AC0445,35281000AC0451,35281000AC0452,35281000AC0486,35281000AC0488,35281000AC0500,35281000AC0533,35281000AA0119,35281000AA0135,35281000AA0134,35281000AA0115,35281000AA0133,35281000AA0136,35281000AC0440,35281000AC0441,35281000AC0449,35281000AC0450,35281000AC0396,35281000AC0447,35281000AC0448,35281000AC0454,35281000AC0455,35281000AC0498,35281000AC0412,35281000AC0413,35281000AC0414,35281000AC0415,35281000AC0416,35281000AC0417,35281000AC0418,35281000AC0419,35281000AC0499,35281000AC0532,35281000AC0485,35281000AC0487,35281000AA0058,35281000AA0049,35281000AA0048,35281000AA0059,35281000AA0060,35281000AA0046,35281000AA0047,35281000AA0038,35281000AA0039,35281000AA0037,35281000AA0036,35281000AA0035,35281000AA0013,35281000AA0011,35281000AA0034,35281000AA0033,35281000AA0053,35281000AA0052,35281000AA0051,35281000AA0050,35281000AA0057,35281000AA0056,35281000AA0054,35281000AA0032,35281000AA0031,35281000AA0055,35281000AA0030,35281000AA0029,35281000AA0027,35281000AA0026,35281000AA0028,35281000AA0017,35281000AA0018,35281000AA0019,35281000AA0020,35281000AA0016,35281000AA0015,35281000AA0014,35281000AA0012}",U,UO1 - ,NA,PLUI,NA,NA,Appel à projet Fonds Friches,https://www.economie.gouv.fr/plan-de-relance/profils/collectivites/fonds-pour-le-recyclage-des-friches,Appel à projet Fonds Friches,NA,POINT (-1.700222 48.09118),NA
35281_3773,"LE ROY Pierre, garage, station-service, DLI et phytosanitaires",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3501186,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Dépôt de liquides inflammables (D.L.I.),NA,NA,SAINT-JACQUES-DE-LA-LANDE,35281,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,0,0,F7b,personne morale,L'IMMOBILIERE CASTORAMA,NA,inconnu,inconnu,NA,NA,37193,"{35281000AD0252,35281000AD0254,35281000AD0256,35281000AD0258,35281000AD0261,35281000AD0271,35281000AD0273,35281000AD0276,35281000AD0279,35281000AD0311,35281000AD0313,35281000AD0326}",U,UI2 - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.705001 48.08805),NA
35363_15211,"BEUAFILS Dominique, tôlerie peinture et garage",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3503176,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Carrosserie, atelier d'application de peinture sur métaux, PVC, résines, platiques (toutes pièces de carénage, internes ou externes, pour véhicules...)",NA,NA,PONT-PEAN,35363,inconnu,7,NA,inconnu,inconnu,inconnu,inconnu,1983,2022,F1a|F6a,personne morale,SA D'HLM  AIGUILLON CONSTRUCTION|TERRITOIRES PUBLICS,NA,inconnu,inconnu,NA,NA,36768,"{35363000AN0001,35363000AN0042,35363000AN0044,35363000AN0052,35363000AN0053,35363000AN0315,35363000AN0317,35363000AN0314,35363000AN0316,35363000AN0324,35363000AN0323}",U,UO1 - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.701368 48.01279),NA
