Barreau,avNom,avPrenom,cbRaisonSociale,cbSiretSiren,cbAdresse1,cbAdresse2,cbCp,cbVille,spLibelle1,spLibelle2,spLibelle3,acDateSerment,AvLang
RENNES,POIRIER,Nolwenn,POIRIER NOLWENN,922214721,78 A rue Saint-Hélier,,35000,RENNES,,,,,Français
RENNES,POIRRIER-JOUAN,Marie-Véronique,BONDIGUEL & ASSOCIES,379163710,14 Bis rue Dupont des Loges,,35000,RENNES,Droit fiscal et droit douanier,,,,Français
RENNES,POLANIA,Lizeth,POLANIA LIZETH,990488934,7bis rue Charles Croizé,,35740,PACE,,,,,"Espagnol,Français"
RENNES,POYAC,Patrice,POYAC,504758947,28 boulevard du Colombier,Urban Quartz Bât 3,35005,RENNES,,,,,Français
RENNES,PRAUD,Elodie,PRAUD ELODIE,501960942,2 rue de Rohan,,35000,RENNES,Droit des enfants,,,,Français
RENNES,PRIGENT,Erwan,ACTAVOCA,538784992,6 cours Raphaël Binet,,35000,RENNES,,,,,"Anglais,Français"
RENNES,PRIGENT,Nicolas,PRIGENT NICOLAS,529282964,1 place Maréchal Juin,,35000,RENNES,,,,,"Anglais,Français"
RENNES,PRIMA-DUGAST,Armelle,PRIMA-DUGAST ARMELLE,424601805,25 Bis boulevard de la Liberté,,35000,RENNES,,,,,"Anglais,Français"
RENNES,PRUDON,Yann,PRUDON YANN,844693093,16 esplanade du Champs de Mars,,35000,RENNES,,,,,Français
RENNES,PUJOL,Adrien,PUJOL & AVOCATS,983430406,21 rue de Redon,1er Étage,35000,RENNES,,,,,"Anglais,Espagnol,Français"
RENNES,QUEFFELEC,Emma,QUEFFELEC EMMA,990541864,Immeuble le West Side,53 rue Jules Vallès,35043,RENNES,,,,,Français
RENNES,QUESNEL,Anne-Marie,QUESNEL DEMAY LE GALL-GUINEAU OUAIRY-JALLAIS BOUCHER BEUCHER-FLAMENT,938920394,1A allée Ermengarde d'Anjou,,35000,RENNES,,,,,Français
RENNES,RANCHERE,François,BERTHELOT RANCHERE AVOCATS,920983970,2 avenue Charles Tillon,,35000,RENNES,,,,,Français
RENNES,RAOUL,Jannick,AD LEGIS,493270128,2 rue Ferdinand,,35000,RENNES,Droit de la sécurité sociale et de la protection sociale,Droit du travail,,,Français
RENNES,RAYNAUD,Olivier,LISTEN AVOCATS,842760100,24 rue Raoul Dautry,Bâtiment B - 2ème étage,35000,RENNES,,,,,"Anglais,Français"
RENNES,REGENT-PAGES,Anastasia,REGENT-PAGES ANASTASIA,844951038,801 avenue des Champs-Blancs,,35510,CESSON SEVIGNE,,,,,Français
RENNES,REMOND-MALHERBE,Ornella,REMOND-MALHERBE ORNELLA,894767243,3 rue Saint-Sauveur,,35000,RENNES,,,,,Français
RENNES,RENAULT,Quentin,RENAULT QUENTIN,932059629,24 mail François Mitterand,,35000,RENNES,,,,,Français
RENNES,RESTIF,Titouan,AD LEGIS,493270128,2 rue Ferdinand,,35000,RENNES,,,,,Français
RENNES,RIALLAND,Angélique,AD LEGIS,493270128,2 rue Ferdinand,,35000,RENNES,,,,,Français
RENNES,RICHARD,Mathieu,RICHARD MATHIEU,844746552,Immeuble Le Sully,8 place du Colombier,35000,RENNES,,,,,"Anglais,Français"
RENNES,RICHER,Ludovic,RICHER AVOCAT,852579887,9 rue des Hardriers,,35000,RENNES,,,,,Français
RENNES,RIDARD-DESGUES,Lison,TELMA AVOCATS,938279197,19 A rue de Chatillon,,35000,RENNES,,,,,Français
RENNES,RIDEAU,Magali,CABINET MAGALI RIDEAU,837606730,Immeuble Le Lobby,1 rue du Haut Grippé,35510,CESSON SEVIGNE,,,,,Français
RENNES,RIEFFEL,Caroline,BG ASSOCIÉS,314813718,2 rue de Rohan,,35000,RENNES,,,,,Français
RENNES,RIVE,Jessica,RIVE JESSICA,989256367,1A allée Ermengarde d'Anjou,,35000,RENNES,,,,,Français
RENNES,ROBERT,Morgane,ROBERT MORGANE,989195151,11 rue de Robien,,35000,RENNES,,,,,Français
RENNES,ROBIN,Jean-Nicolas,AVOXA CYBER,951173848,5 allée Ermengarde d'Anjou,,35000,RENNES,,,,,Français
RENNES,ROBIN,Pascal,A.R.C,795378041,2 rue Michel Gérard,Le Madison Parc,35202,RENNES,Droit du dommage corporel,,,,"Anglais,Français"
RENNES,ROBINAULT,Alicia,ROBINAULT ALICIA,993777226,1 Place Honoré Commeurec,,35000,RENNES,,,,,Français
RENNES,ROCHA,Anne,ANNE ROCHA,934352717,29 boulevard Léon Bourgeois,,35000,RENNES,,,,,Français
RENNES,ROCHEREUIL,Aurélie,ROCHEREUIL AURÉLIE,488297011,2 Impasse  Les Patriciales,Bâtiment B,35740,PACE,,,,,Français
RENNES,RODIUS,Pierre,RODIUS PIERRE,909272742,"2, rue Jules Simon",,35000,RENNES,,,,,Français
RENNES,ROLANDIN,Gauthier,ROLANDIN GAUTHIER,892853599,12 quai Duguay Trouin,,35000,RENNES,,,,,Français
RENNES,ROMBAUT,Charles,ROMBAUT CHARLES,931244214,1 rue Joseph Sauveur,,35000,RENNES,,,,,"Anglais,Français"
RENNES,ROUHAUD,Jean-François,LEXCAP,424442333,29 rue de Lorient,"Immeuble ""Le Papyrus""",35000,RENNES,Droit immobilier,Droit public,,,"Anglais,Français"
RENNES,ROUILLER,Justine,ROUILLER JUSTINE,982419632,1 Place du Maréchal Juin,,35000,RENNES,,,,,Français
RENNES,ROUSSEAU,Cloé,ROUSSEAU CLOÉ,437636731,15 rue du Puits Mauger,,35000,RENNES,,,,,"Anglais,Français"
RENNES,RUBIN,Tiphaine,S. LEBIGRE,528894132,20 quai Duguay Trouin,,35000,RENNES,,,,,Français
RENNES,RUGRAFF,Chloé,RUGRAFF CHLOÉ,810245415,Centre d'Affaires Oberthur - 74 F rue de Paris,,35000,RENNES,,,,,Français
RENNES,SAADAOUI,Amina,SELARL TENIER-SAADAOUI AVOCATES ASSOCIÉES,907454839,49 avenue Aristide Briand,,35000,RENNES,,,,,Français
RENNES,SACHET,Charlotte,SACHET CHARLOTTE,817868383,4 avenue Janvier et 9 rue Descartes,,35000,RENNES,,,,,Français
RENNES,SALIN,Frédéric,SALIN FRÉDÉRIC,539070458,39 boulevard de la Liberté,,35000,RENNES,,,,,"Anglais,Français"
RENNES,SALVIGNOL,Pierre-Eric,HSA,538287210,40 boulevard de la Tour d'Auvergne,,35000,RENNES,,,,,Français
RENNES,SANDERSON,Sahra,SANDERSON SAHRA,988907747,32 rue de Redon,,35000,RENNES,,,,,Français
RENNES,SANTOS PIRES,Hélène,MARTIN AVOCATS,824570790,11 quai Chateaubriand,,35000,RENNES,,,,,"Espagnol,Français,Portugais"
RENNES,SAUTEJEAU DENIS,Véronique,SAUTEJEAU DENIS VÉRONIQUE,482936267,1 place Maréchal Juin,,35000,RENNES,,,,,"Anglais,Français,Chinois"
RENNES,SAVIN-GROSSO,Soizic,SSG CONSEIL,985166685,HQ Rennes Atalante Champeaux,18 rue du Bourg Nouveau,35000,RENNES,,,,,Français
RENNES,SEMANA,Yaelle,CABS,851599233,29 avenue Jean Janvier,,35000,RENNES,,,,,"Anglais,Français"
RENNES,SEMINO,Enzo,SEMINO ENZO,908578040,17 Square Vercingétorix,,35000,RENNES,,,,,"Anglais,Français"
RENNES,SEMLALI,Nawal,SEMLALI NAWAL,529157216,6 quai de Richemont,,35000,RENNES,,,,,"Anglais,Français"
RENNES,SERRAND,Claire,EMERGENCE,932812266,20 rue du Bourg Nouveau,,35000,RENNES,,,,,"Anglais,Français"
RENNES,SERRAND,Thomas,SERRAND THOMAS,824703888,8 rue du sapeur Michel Jouan,,35000,RENNES,,,,,Français
RENNES,SEVESTRE,Bruno,SEVESTRE AVOCATS,449171420,57 quai de La Prévalaye,,35000,RENNES,Droit du crédit et de la consommation,,,,"Espagnol,Français"
RENNES,SHEHI,Livia,SHEHI LIVIA,825404197,24 rue Raoul Dautry,CS 16552,35065,RENNES,,,,,"Anglais,Français,Italien,Albanais"
RENNES,SIMON,Anne-Cécile,SIMON ANNE-CÉCILE,437480510,15 rue du Puits Mauger,,35000,RENNES,,,,,Français
RENNES,SIMON,Romain,A.F.A AVOCATS,830022638,20 rue Jules Vallès,,35000,RENNES,,,,,Français
RENNES,SIZARET,Virginie,SIZARET VIRGINIE,429323371,2 avenue Charles et Raymonde Tillon,,35000,RENNES,,,,,"Anglais,Français"
RENNES,STEPHAN,Jérôme,VIA AVOCATS,428878532,23 rue de la Monnaie,,35000,RENNES,,,,,"Anglais,Français"
RENNES,STEPHAN,Manuella,STEPHAN MANUELLA,922189931,6 rue Micheline Ostermeyer,Immeuble Neosis C,35000,RENNES,,,,,Français
RENNES,STREHAIANO,Claire,STREHAIANO CLAIRE,982240376,23 rue de la Monnaie,,35000,RENNES,,,,,"Anglais,Français"
RENNES,SUDRON,Camille,LX RENNES-ANGERS,799430087,17 quai Lamartine,,35000,RENNES,,,,,Français
RENNES,SURZUR,Eric,ALIENCE AVOCATS,519320071,12 quai Duguay Trouin,,35000,RENNES,,,,,"Anglais,Français,Italien"
RENNES,TAILLET,Thibaud,THOME HEITZMANN SOCIÉTÉ D'AVOCATS,899419857,1 rue Raoul Ponchon,,35000,RENNES,,,,,Français
RENNES,TALLEC,Chloé,TALLEC CHLOÉ,982839938,4 avenue Charles Tillon,CS 94038,35040,RENNES,,,,,Français
RENNES,TAMI,Tarik,TAMI TARIK,982778334,Maison des Avocats,Ordre des Avocats,35000,RENNES,,,,,Français
RENNES,TANGUY,Anne-Carole,TANGUY ANNE-CAROLE,400618526,24 rue Raoul Dautry,,35000,RENNES,,,,,"Anglais,Français"
RENNES,TARDIF,Alexis,TARDIF ALEXIS,931172365,105 Avenue Henri Fréville,,35200,RENNES,,,,,Français
RENNES,TARDY-JOUBERT,Inès,TARDY-JOUBERT INÈS,451696157,25 bis Bd de la Liberté,,35000,RENNES,,,,,Français
RENNES,TENIER,Gwendoline,SELARL TENIER-SAADAOUI AVOCATES ASSOCIÉES,907454839,49 avenue Aristide Briand,,35000,RENNES,Droit pénal,,,,Français
RENNES,TESSIER,Mathilde,TESSIER HERVE AVOCATS,901717876,3 rue Saint-Sauveur,,35000,RENNES,,,,,Français
RENNES,THEBAULT,Irène,THEBAULT IRÈNE,509793949,37 boulevard Magenta,,35000,RENNES,,,,,Français
RENNES,THERSIQUEL,Alice,ALICE THERSIQUEL,938767779,8 place du Colombier,,35000,RENNES,,,,,Français
RENNES,THIBAUT,Virgile,LEX GO,892551607,23 rue Lesage,Résidence de la Barre Saint Just,35000,RENNES,,,,,Français
RENNES,THIRION,Pierre-Lucas,LE QUELLEC,892024480,24 rue Raoul Dautry,,35000,RENNES,,,,,"Anglais,Français"
RENNES,THOMANN,Alexandre,GBA,493675904,24 mail François Mitterrand,,35000,RENNES,,,,,Français
RENNES,THOMAS,Gwénaël,THOMAS & ASSOCIES,979818036,12 quai Duguay Trouin,,35000,RENNES,,,,,Français
RENNES,THOMASSON,Palmyre,GBA,493675904,24 mail François Mitterrand,,35000,RENNES,,,,,Français
RENNES,TIJOU,Jules,THOME HEITZMANN SOCIÉTÉ D'AVOCATS,899419857,1 rue Raoul Ponchon,,35000,RENNES,,,,,"Allemand,Français"
RENNES,TIMBERT,Maxime,KEROSE,821486602,2 rue Pierre Joseph Colin,ZAC Atalante Champeaux,35000,RENNES,,,,,"Anglais,Français"
RENNES,TOURNY,Océane,TOURNY OCÉANE,833850001,8 rue Sapeur Michel Jouan,"""Le Salomon""",35000,RENNES,,,,,Français
RENNES,TOUSSAINT,Dominique,TOUSSAINT DOMINIQUE,477740807,1 rue Bonne Nouvelle,,35000,RENNES,,,,,Français
RENNES,TOUSSAINT,Florence,CGE AVOCATS,321616302,4 rue Jules Maillard de la Gournerie,Bâtiment E,35000,RENNES,,,,,Français
RENNES,TOUSSAINT-LAYADI,Anne-Raphaëlle,TOUSSAINT DOMINIQUE,477740807,1 rue Bonne Nouvelle,,35000,RENNES,,,,,Français
RENNES,TREHEUX,Camille,SEBAN ARMORIQUE,903147494,2 rue au Duc,,35000,RENNES,,,,,Français
RENNES,TREMELO,Annaïg,CABINET VAZEL ET ASSOCIES,383370228,167 route de Lorient,Parc Monier,35000,RENNES,,,,,Français
RENNES,TRIGUEL,Aurore,CADENCE AVOCATS,833676802,74 A rue de Paris,,35000,RENNES,,,,,Français
RENNES,TROUDE,Gwénaëlle,TROUDE GWÉNAËLLE,481228104,6 place des Arcades,,35510,CESSON SEVIGNE,,,,,"Anglais,Français"
RENNES,TROUVÉ,Adèle,TROUVÉ ADÈLE,932099955,24 mail François Mitterrand,,35000,RENNES,,,,,"Anglais,Français"
RENNES,TUAL,Manon,TUAL MANON,908597529,24 mail François Mitterrand,,35000,RENNES,,,,,Français
RENNES,VAILLANT,Coraline,VAILLANT CORALINE,922458716,37 boulevard Magenta,,35000,RENNES,,,,,Français
RENNES,VANDAËLE,Zoé,VANDAËLE ZOÉ,931072623,24 bis rue Maréchal Joffre,,35000,RENNES,,,,,Français
RENNES,VERDAN,Caroline,VERDAN CAROLINE,488913112,7 bis rue de la Huguenoterie,,35000,RENNES,,,,,"Anglais,Français"
RENNES,VERMANDEL,Emma,VERMANDEL EMMA,851534305,23 rue de la Monnaie,,35000,RENNES,,,,,Français
RENNES,VERRANDO,Marie,LX RENNES-ANGERS,799430087,17 quai Lamartine,,35000,RENNES,,,,,Français
RENNES,VIMONT-GABOURY,Anne,VIMONT-GABOURY ANNE,822640884,22 rue Maréchal Joffre,,35000,RENNES,,,,,Français
RENNES,VINCENT,Alexandra,VINCENT ALEXANDRA,833698541,3A rue du 10ème régiment d'artillerie,9ème étage,35000,RENNES,,,,,Français
RENNES,VINDIC,Michel,MICHEL VINDIC AVOCAT,818096943,17 square Vercingétorix,,35000,RENNES,,,,,Français
RENNES,VIVIER,Sandrine,VIVIER SANDRINE,431344282,2 Rue de la Motte Fablet,,35000,RENNES,,,,,Français
RENNES,VOISINE,Mélanie,"BALLU-GOUGEON, VOISINE",851677906,88 rue Saint-Hélier,,35000,RENNES,,,,,"Anglais,Français"
RENNES,WALDT,Julie,EMERGENCE,932812266,20 rue du Bourg Nouveau,,35000,RENNES,,,,,Français
RENNES,WELLHOFF,Stanislas,KEROSE,821486602,2 rue Pierre Joseph Colin,ZAC Atalante Champeaux,35000,RENNES,,,,,"Anglais,Français"
RENNES,WETTERWALD-CECCHI,Marie,WETTERWALD-CECCHI MARIE,439435421,4 chemin Pierre Abélard,,35740,PACE,,,,,"Allemand,Anglais,Français"
RENNES,WONE,Aliou,PRAD RENNES,977709906,105 avenue Henri Fréville,,35000,RENNES,,,,,Français
RENNES,XENIDIS,Ianis,XENIDIS IANIS,931072789,2 rue de la Paillette,,35000,RENNES,,,,,"Anglais,Français"
RENNES,YANG,Txeu-Anne,YANG TXEU-ANNE,802384685,2 B rue de la Huguenoterie,3ème étage,35000,RENNES,,,,,Français
RENNES,YEU,Géraldine,GÉRALDINE YEU,977715259,7bis rue Charles Croize,,35740,PACE,,,,,Français
RENNES,YGER,Marjolaine,YGER MARJOLAINE,982348054,74 F rue de Paris,,35000,RENNES,,,,,Français
RENNES,ZAEGEL,Aurélie,ZAEGEL AURÉLIE,824555205,37 boulevard Magenta,,35000,RENNES,,,,,Français
