batiment_groupe_id;code_departement_insee;identifiant_dpe;type_dpe_tertiaire;source_nouvelle_base_ademe;version;date_etablissement_dpe;date_reception_dpe;annee_construction_dpe;shon;surface_utile;classe_conso_energie_dpe_tertiaire;classe_emission_ges_dpe_tertiaire;conso_dpe_tertiaire_ep_m2;emission_ges_dpe_tertiaire_m2;categorie_erp_dpe_tertiaire;periode_construction_dpe;type_erp_dpe_tertiaire;methode_application_dpe_tertiaire;sous_modele_dpe_tertiaire;type_energie_chauffage;type_energie_ecs;type_energie_climatisation;derniere_annee_consommation;conso_autre_fossile;conso_bois;conso_electricite;conso_fioul;conso_gaz;conso_gpl_butane_propane;conso_reseau_chaleur;conso_reseau_froid
bdnb-bg-XEBD-134Z-K9MG;35;1735V8000172S;dpe 2006 tertiaire et erp;0;;;2017/03/23 00:00:00;1947;53.2;;D;E;250;58;;avant 1948;;dpe tertiaire facture;;gaz;gaz;;;;;;;;;;
bdnb-bg-X9TU-ZT4V-FU1J;35;2435T2428547S;dpe 2006 tertiaire et erp;1;2.4;2024/07/03 22:00:00;2024/07/04 17:03:30.267;1979;628;;C;C;150.611714059166;15.3986687324267;5ème catégorie;1978-1982;t : salles d'exposition à vocation commerciale;dpe tertiaire facture;autres;gaz;gaz;;2024;;;28335;;38872.0720720721;;;
bdnb-bg-X9U8-9U2E-ZY9S;35;1735XX000005C;dpe 2006 tertiaire et erp;0;;;2017/08/03 00:00:00;2017;;;B;A;104.88;3.41;;2013-2021;w : administrations, banques, bureaux;dpe tertiaire bâtiment neuf;;electricite;electricite;;;;;;;;;;
bdnb-bg-X9ZS-283U-N9PV;35;2335T1654228E;dpe 2006 tertiaire et erp;1;2.2;2023/05/18 22:00:00;2023/05/19 15:02:12.900;2005;150;;C;B;148.942424242424;4.14448484848485;5ème catégorie;2001-2005;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;;;2022;;;10685;;;;;
bdnb-bg-XAET-DLZ8-F2VW;35;2235T2251003A;dpe 2006 tertiaire et erp;1;2.2;2022/09/28 22:00:00;2022/09/29 16:40:51.552;2002;479.05;;C;A;144.065622301715;4.00878253361293;5ème catégorie;2001-2005;locaux d'entreprise (bureaux);dpe tertiaire facture;;electricite;;;2022;;;33007;;;;;
bdnb-bg-XF84-38TL-4GJJ;35;1435V8000469Y;dpe 2006 tertiaire et erp;0;;;2014/12/23 00:00:00;;300;;E;C;331;22;;;;dpe tertiaire facture;;gaz;gaz;;;;;;;;;;
bdnb-bg-XFB1-WHQK-S787;35;2535T1266112S;dpe 2006 tertiaire et erp;1;2.4;2025/04/12 22:00:00;2025/04/13 16:36:01.230;1945;54.34;54.34;G;F;1752;76;1ère catégorie;avant 1948;autres tertiaires non erp;dpe tertiaire facture dans un bâtiment de logement;autres;electricite;;;;;;;;;;;
bdnb-bg-XGJQ-6X12-NDSN;35;2435T3731149U;dpe 2006 tertiaire et erp;1;2.4;2024/10/22 22:00:00;2024/10/23 13:28:33.785;2003;689.84;;C;C;101.195062415056;12.2673235737715;5ème catégorie;2001-2005;locaux d'entreprise (bureaux);dpe tertiaire facture;autres;gaz;gaz;;2024;;;;;36008.7087087087;;;
bdnb-bg-XNVL-PUT9-XSQX;35;1735V8000022M;dpe 2006 tertiaire et erp;0;;;2017/01/11 00:00:00;1947;111.76;;G;G;4369;142;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-XP16-E644-ADMM;35;1835V7000036R;dpe 2006 tertiaire et erp;0;;;2018/04/24 00:00:00;1850;;;G;C;531.12;17.29;5ème catégorie;avant 1948;w : administrations, banques, bureaux;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-W115-GT6L-PMHU;35;1735V8000261R;dpe 2006 tertiaire et erp;0;;;2017/05/13 00:00:00;;67.67;;G;C;603;19;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-W191-XGUB-S5Y4;35;1935V8000533V;dpe 2006 tertiaire et erp;0;;;2019/12/23 00:00:00;;35.4;;D;B;254;8;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-W1C9-ZWUG-GAGN;35;2135T0065644S;dpe 2006 tertiaire et erp;1;1;2021/07/19 22:00:00;2021/07/20 00:00:00;1948;130;;D;B;230.804195804196;6.42237762237762;1ère catégorie;1948-1974;j : structures d’accueil pour personnes âgées ou personnes handicapées;;;electricite;;;2020;;;14350;;;;;
bdnb-bg-W1EU-6VH6-HTCY;35;1935V4000160N;dpe 2006 tertiaire et erp;0;;;2019/06/25 00:00:00;1988;;;C;B;153.81;13.21;;1983-1988;;dpe tertiaire facture;;gaz;electricite;electricite;;;;;;;;;
bdnb-bg-W1F9-B7BL-NSRS;35;1435V4000022F;dpe 2006 tertiaire et erp;0;;;2014/02/04 00:00:00;1947;237;;D;C;295;30;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-W7NT-CSX8-5ZFU;35;2435T3841414T;dpe 2006 tertiaire et erp;1;2.4;2024/10/29 23:00:00;2024/10/30 18:54:21.360;1990;;24.79;C;A;127.478822105688;3.54723695751254;;1989-2000;locaux d'entreprise (bureaux);dpe tertiaire facture dans un bâtiment de logement;bureaux, services administratifs, enseignement;electricite;;;2024;;;1374;;;;;
bdnb-bg-W8LZ-JWN9-E4F3;35;1835V8000017R;dpe 2006 tertiaire et erp;0;;;2018/01/10 00:00:00;1947;57;;D;D;252;42;;avant 1948;;dpe tertiaire facture;;gaz;gaz;electricite;;;;;;;;;
bdnb-bg-W8FZ-K389-68WD;35;1635V8000128S;dpe 2006 tertiaire et erp;0;;;2016/03/04 00:00:00;;350;;C;A;93;3;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-W8W1-HPEN-KSQ1;35;1735V8000517V;dpe 2006 tertiaire et erp;0;;;2017/10/17 00:00:00;1970;;59;E;B;278.12;9.05;5ème catégorie;1948-1974;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-W91W-KCF9-VCFN;35;2535T2202733P;dpe 2006 tertiaire et erp;1;2.4;2025/07/02 22:00:00;2025/07/03 10:35:00.678;2022;1705;;B;A;99.5303385763796;3.53039376166356;5ème catégorie;après 2021;w : administrations, banques, bureaux;dpe tertiaire facture;bureaux, services administratifs, enseignement;gaz;gaz;;2025;;;78045.5;;7164.5;;;
bdnb-bg-WJ5X-F1NF-ZLW3;35;1935V4000214N;dpe 2006 tertiaire et erp;0;;;2019/09/18 00:00:00;;113;;D;B;231;7;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-WJH4-VYBC-WKWT;35;1435V4000006H;dpe 2006 tertiaire et erp;0;;;2014/01/15 00:00:00;1960;;63.64;D;E;242.41;72.72;;1948-1974;;dpe tertiaire facture;;fioul;electricite;;;;;;;;;;
bdnb-bg-WJN4-6DAM-ZUYH;35;1535V4000100D;dpe 2006 tertiaire et erp;0;;;2015/05/12 00:00:00;;266;;C;A;116;3;;;;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-WJPG-UN35-TVB7;35;2235T2739801Y;dpe 2006 tertiaire et erp;1;2.2;2022/11/17 23:00:00;2022/11/18 10:13:19.720;;3238;;C;B;135.425713868734;9.78572920666188;5ème catégorie;1948-1974;j : structures d’accueil pour personnes âgées ou personnes handicapées;dpe tertiaire facture;;gaz;gaz;;2022;;;162935.5;;107607.657657658;;;
bdnb-bg-WK9G-C3W6-8KYE;35;1335V4000098R;dpe 2006 tertiaire et erp;0;;;2013/10/08 00:00:00;1991;;53.64;E;B;406;13.21;;1989-2000;w : administrations, banques, bureaux;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-WRTH-UVPW-NLBD;35;2235T1422809K;dpe 2006 tertiaire et erp;1;2.1;2022/06/23 22:00:00;2022/06/24 09:52:16.384;;170;;E;C;347.569949093478;19.7691821875351;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;gaz;gaz;;2022;;;24137;;9480.48048048045;;;
bdnb-bg-WRWQ-NWK4-S8LJ;35;2335T1569125Z;dpe 2006 tertiaire et erp;1;2.2;2023/05/11 22:00:00;2023/05/12 06:55:35.769;1997;93;;B;A;110.17367220593;3.06570218312154;5ème catégorie;1989-2000;u : établissements de soins;dpe tertiaire facture dans un bâtiment de logement;;electricite;;;2022;;;4900.33333333333;;;;;
bdnb-bg-WSEM-VCTX-MLT8;35;1935P2000006E;dpe 2006 tertiaire et erp;0;;;2019/07/25 00:00:00;1976;160;;C;B;193.97;6.32;5ème catégorie;1975-1977;w : administrations, banques, bureaux;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-WSJ8-CDUS-3GNE;35;1735V8000225R;dpe 2006 tertiaire et erp;0;;;2017/04/26 00:00:00;1947;228.98;;C;D;131;31;;avant 1948;;dpe tertiaire facture;;reseau de chaleur;reseau de chaleur;;;;;;;;;;
bdnb-bg-WSP3-ZMVD-9GGG;35;2235T0882578H;dpe 2006 tertiaire et erp;1;2.1;2022/04/25 22:00:00;2022/04/26 15:46:08.575;1980;;1760;C;C;118.090113636364;15.173839167895;5ème catégorie;1978-1982;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;gaz;gaz;;2021;;;44692;;105047;;;
bdnb-bg-WSUK-8BEU-RB6D;35;1935V4000296X;dpe 2006 tertiaire et erp;0;;;2019/12/17 00:00:00;1947;59.24;;D;D;227;43;;avant 1948;;dpe tertiaire facture;;gaz;gaz;;;;;;;;;;
bdnb-bg-WTB3-Q1CD-WC3K;35;1735V8000187Y;dpe 2006 tertiaire et erp;0;;;2017/03/28 00:00:00;1947;371.73;;C;B;124;4;;avant 1948;;dpe tertiaire facture;;reseau de chaleur;electricite;;;;;;;;;;
bdnb-bg-YB8J-UC6W-FLDK;35;2435T0805735W;dpe 2006 tertiaire et erp;1;2.3;2024/03/04 23:00:00;2024/03/05 12:06:31.489;;50;;E;B;329.917575757576;9.18031515151515;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire facture dans un bâtiment de logement;;electricite;;;2024;;;7889.33333333333;;;;;
bdnb-bg-YG5W-GATY-BDMH;35;1535V8000023L;dpe 2006 tertiaire et erp;0;;;2015/01/22 00:00:00;1947;70;;E;C;364;11;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-YG7K-ED1T-AGYP;35;1635V8000437V;dpe 2006 tertiaire et erp;0;;;2016/09/19 00:00:00;1947;;93;C;B;150.13;4.88;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-YGN6-9MCK-V6TE;35;2435T1909091Q;dpe 2006 tertiaire et erp;1;2.3;2024/05/28 22:00:00;2024/05/29 18:56:50.630;2019;82.86;;C;A;142.018300309394;3.95181357382661;5ème catégorie;2013-2021;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;;;2024;;;5628;;;;;
bdnb-bg-YGTD-N17W-NKGD;35;2335T4224546O;dpe 2006 tertiaire et erp;1;2.3;2023/12/07 23:00:00;2023/12/08 15:01:24.211;;619.5;;B;A;74.6078215569741;2.07604373028102;5ème catégorie;1978-1982;locaux d'entreprise (bureaux);dpe tertiaire facture;;electricite;;;2023;;;22105;;;;;
bdnb-bg-YH6U-RU7U-UP9M;35;1435V8000214M;dpe 2006 tertiaire et erp;0;;;2014/06/13 00:00:00;1999;;55;G;C;520.64;18.13;5ème catégorie;1989-2000;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-YMQQ-B25S-RA23;35;1535V8000186V;dpe 2006 tertiaire et erp;0;;;2015/04/30 00:00:00;1988;;1600;C;B;168.71;5.49;;1983-1988;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-YNES-L7UR-FL14;35;2335T2144906K;dpe 2006 tertiaire et erp;1;2.2;2023/06/26 22:00:00;2023/06/27 06:11:10.827;;352;;E;C;354.39798553719;18.2842200413223;5ème catégorie;1948-1974;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;gaz;gaz;;2023;;;52543;;16374;;;
bdnb-bg-YNVF-ZL91-JHKK;35;1435V8000038Q;dpe 2006 tertiaire et erp;0;;;2014/02/06 00:00:00;;46;51;D;B;261;8;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-YPB9-MMPW-CBQX;35;1635V8000643U;dpe 2006 tertiaire et erp;0;;;2016/12/23 00:00:00;1950;;;F;C;465.11;15.14;;1948-1974;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-YPJN-ACV3-AQQD;35;1335V8000036N;dpe 2006 tertiaire et erp;0;;;2013/07/03 00:00:00;1700;;100.1;G;E;585.82;50.32;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;gaz;gaz;;;;;;;;;;
bdnb-bg-YPMQ-F5SZ-RFFQ;35;1535V8000300J;dpe 2006 tertiaire et erp;0;;;2015/07/08 00:00:00;1947;150;;E;D;325;39;;avant 1948;;dpe tertiaire facture;;gaz;gaz;electricite;;;;;;;;;
bdnb-bg-YUCK-CWT8-GH2L;35;1935V4000100H;dpe 2006 tertiaire et erp;0;;;2019/04/10 00:00:00;;170;;C;C;138;28;;;;dpe tertiaire facture;;gaz;gaz;;;;;;;;;;
bdnb-bg-YUGE-4SVT-XMFX;35;2635T0330958H;dpe 2006 tertiaire et erp;1;2.6;2026/02/03 23:00:00;2026/02/04 16:31:38.132;;215.57;215.57;C;A;145.933191918255;4.91564435935174;5ème catégorie;avant 1948;w : administrations, banques, bureaux;dpe tertiaire facture;bureaux, services administratifs, enseignement;electricite;;;2025;;;18213;;;;;
bdnb-bg-YVD3-KD26-NW3B;35;2335T3968853F;dpe 2006 tertiaire et erp;1;2.3;2023/11/21 23:00:00;2023/11/22 08:05:43.077;;46;;G;D;733.525406829755;32.5567574689314;5ème catégorie;1948-1974;n : restaurants et débits de boisson;dpe tertiaire facture dans un bâtiment de logement;;gaz;gaz;;2023;;;;;3085.58558558559;;;
bdnb-bg-Z1B6-TAEY-KRB6;35;1735V7000002J;dpe 2006 tertiaire et erp;0;;;2017/01/06 00:00:00;;94.94;;B;C;75;14;5ème catégorie;;u : établissements de soins;dpe tertiaire facture;;reseau de chaleur;reseau de chaleur;;;;;;;;;;
bdnb-bg-Z29R-QZ5K-ZLWG;35;2535T3530136O;dpe 2006 tertiaire et erp;1;2.5;2025/11/06 23:00:00;2025/11/07 15:06:53.623;;242.55;;D;B;269.805288506587;7.50762541931373;5ème catégorie;1948-1974;p : salles de danse et salles de jeux;dpe tertiaire facture dans un bâtiment de logement;autres;electricite;;;2025;;;31298;;;;;
bdnb-bg-Z96P-2EVZ-P9VU;35;2535T0168094G;dpe 2006 tertiaire et erp;1;2.4;2025/01/16 23:00:00;2025/01/17 13:38:28.420;;70;;C;B;161.716883116883;4.49994805194805;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire facture;autres;electricite;;;2024;;;5414;;;;;
bdnb-bg-ZA9H-JULR-K4XH;35;2335T3827357B;dpe 2006 tertiaire et erp;1;2.3;2023/11/09 23:00:00;2023/11/10 11:26:19.781;2000;127.18;;C;A;118.651446053553;3.30160545540322;5ème catégorie;1989-2000;u : établissements de soins;dpe tertiaire facture dans un bâtiment de logement;;electricite;;;2023;;;7217;;;;;
bdnb-bg-ZCRJ-BQS1-T4XB;35;1735V8000045R;dpe 2006 tertiaire et erp;0;;;2017/01/18 00:00:00;;1700;;F;E;422;46;;;;dpe tertiaire facture;;electricite;solaire;electricite;;;;;;;;;
bdnb-bg-ZCZZ-H3R5-Q2MM;35;1335V8000061L;dpe 2006 tertiaire et erp;0;;;2013/07/26 00:00:00;1700;;123.2;G;D;919.22;29.92;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-ZD9D-67UF-TCPY;35;1435V4000178R;dpe 2006 tertiaire et erp;0;;;2014/08/08 00:00:00;;41;;F;C;544;17;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-ZDFG-63AQ-6NJ6;35;1535V4000157P;dpe 2006 tertiaire et erp;0;;;2015/07/10 00:00:00;1947;;550;D;B;325.43;10.59;;avant 1948;;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-ZE5G-XRBF-AN54;35;1535V8000234P;dpe 2006 tertiaire et erp;0;;;2015/06/01 00:00:00;;115;;D;B;245;8;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-ZJUH-PJJK-FZSJ;35;2335T3723759N;dpe 2006 tertiaire et erp;1;2.3;2023/11/01 23:00:00;2023/11/02 16:17:19.474;1980;29.54;;F;C;443.167969471287;12.3316304548532;5ème catégorie;1978-1982;m : magasins de vente, centres commerciaux;dpe tertiaire facture dans un bâtiment de logement;;electricite;;;2023;;;6261;;;;;
bdnb-bg-ZKPU-Q5Z2-AC94;35;1835V4000184S;dpe 2006 tertiaire et erp;0;;;2018/07/16 00:00:00;;411.4;;D;B;212;6;;;;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-ZKQZ-HRFE-BYEH;35;1835V8000115Q;dpe 2006 tertiaire et erp;0;;;2018/03/20 00:00:00;1947;;;E;B;329.04;10.71;;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-ZLBA-386H-Q76K;35;1535V8000472T;dpe 2006 tertiaire et erp;0;;;2015/10/22 00:00:00;1947;;66;D;E;254.82;59.62;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;gaz;gaz;;;;;;;;;;
bdnb-bg-ZLS9-4TRQ-2T2H;35;1435V4000029M;dpe 2006 tertiaire et erp;0;;;2014/02/18 00:00:00;1982;;230;D;D;267.54;47.23;;1978-1982;;dpe tertiaire facture;;gaz;gaz;;;;;;;;;;
bdnb-bg-ZRHV-7GAK-GRC9;35;2535T2303547B;dpe 2006 tertiaire et erp;1;2.4;2025/07/10 22:00:00;2025/07/11 12:03:56.574;;3258.5;;A;A;19.1320695058611;0.53237062972831;5ème catégorie;1978-1982;autres tertiaires non erp;dpe tertiaire facture;autres;electricite;;;2024;;;29815.6666666667;;;;;
bdnb-bg-ZRM9-5KHA-CTGY;35;2235T1445466V;dpe 2006 tertiaire et erp;1;2.1;2022/06/26 22:00:00;2022/06/27 15:15:00.083;;24.72;;B;A;52.0189761694616;1.44748455428067;5ème catégorie;1948-1974;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;;;2022;;;615;;;;;
bdnb-bg-ZRU5-47XB-4TAA;35;1535V8000305O;dpe 2006 tertiaire et erp;0;;;2015/07/09 00:00:00;;;;D;B;203;6;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-ZRWN-GWV8-SGP9;35;2535T3592617R;dpe 2006 tertiaire et erp;1;2.5;2025/11/13 23:00:00;2025/11/14 14:16:42.639;2022;98.7;98.7;B;B;87;8;1ère catégorie;après 2021;w : administrations, banques, bureaux;dpe tertiaire bâtiment neuf;;reseau de chaleur;electricite;;;;;;;;;;
bdnb-bg-ZS3Y-FGDX-2V8J;35;1435V3000034H;dpe 2006 tertiaire et erp;0;;;2014/08/28 00:00:00;1947;445;;E;B;371;12;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-ZSUW-UFLC-EP38;35;2335T1744174Q;dpe 2006 tertiaire et erp;1;2.2;2023/05/25 22:00:00;2023/05/26 14:16:18.171;;118.44;;E;B;358.724018298486;9.98188572656658;5ème catégorie;1983-1988;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;;;2022;;;20320;;;;;
bdnb-bg-ZXVN-7FFB-CEFB;35;1653P5000002A;dpe 2006 tertiaire et erp;0;;;2016/01/25 00:00:00;;3498;;B;A;82;2;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-ZYB7-UAAM-24Q3;35;2535T2102032M;dpe 2006 tertiaire et erp;1;2.4;2025/06/25 22:00:00;2025/06/26 09:49:02.450;2014;2348;;B;A;53.4188090444479;1.48643642558464;5ème catégorie;2013-2021;locaux d'entreprise (bureaux);dpe tertiaire facture;autres;electricite;;;2025;;;59987;;;;;
bdnb-bg-ZYTG-6HD4-9RVM;35;1635V8000592X;dpe 2006 tertiaire et erp;0;;;2016/12/06 00:00:00;1947;310;;D;B;229;7;;avant 1948;;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-X3NZ-KEK9-BT7V;35;1735V8000393X;dpe 2006 tertiaire et erp;0;;;2017/07/17 00:00:00;2014;;;C;A;98.75;3.22;5ème catégorie;2013-2021;u : établissements de soins;dpe tertiaire bâtiment neuf;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-X3SY-YZT8-7NDY;35;2535T0533296M;dpe 2006 tertiaire et erp;1;2.4;2025/02/16 23:00:00;2025/02/17 13:52:05.375;;5665;;C;A;110.790868972158;3.08287635400786;5ème catégorie;1948-1974;locaux d'entreprise (bureaux);dpe tertiaire facture;autres;electricite;;;2023;;;300171;;;;;
bdnb-bg-X7QR-M656-Z9Y5;35;1935V4000200I;dpe 2006 tertiaire et erp;0;;;2019/09/01 00:00:00;1947;36.5;;D;B;231;7;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-X7ZE-Q4TM-SJ79;35;1935V4000200I;dpe 2006 tertiaire et erp;0;;;2019/09/01 00:00:00;1947;36.5;;D;B;231;7;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-XHET-1ZCJ-1GTY;35;1935V8000460U;dpe 2006 tertiaire et erp;0;;;2019/11/07 00:00:00;;42.8;;D;B;224;7;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-XJ2W-6EE2-BXL2;35;1435V8000164Q;dpe 2006 tertiaire et erp;0;;;2014/05/07 00:00:00;2006;;;F;C;493.88;16.08;;2006-2012;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-XQME-BGDG-RK74;35;1835V4000318R;dpe 2006 tertiaire et erp;0;;;2018/12/05 00:00:00;1987;;380;E;B;430.74;14.02;;1983-1988;o : hôtels et pensions de famille;dpe tertiaire facture;;electricite;;;;;;;;;;;
bdnb-bg-XR1A-NEUA-ZEEC;35;1635V8000455V;dpe 2006 tertiaire et erp;0;;;2016/09/30 00:00:00;1980;;;B;A;34.53;1.12;;1978-1982;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-XR4Q-E7NE-922U;35;1835V4000174R;dpe 2006 tertiaire et erp;0;;;2018/07/05 00:00:00;1989;;82;D;B;297.4;9.68;;1989-2000;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-XS2T-1QS4-B2N6;35;1535V4000249R;dpe 2006 tertiaire et erp;0;;;2015/11/19 00:00:00;;75;;D;B;309;10;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-XS7Y-CPD6-SJGL;35;1835V4000339U;dpe 2006 tertiaire et erp;0;;;2018/12/20 00:00:00;1947;;190;D;B;282.25;9.18;;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-XZ89-4Y9U-GJNT;35;2235T0642721A;dpe 2006 tertiaire et erp;1;2.1;2022/03/28 22:00:00;2022/03/29 13:54:11.140;2006;538.73;;C;B;145.020359329939;4.03534912918092;5ème catégorie;2006-2012;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;;;2022;;;37365;;;;;
bdnb-bg-XZ8K-J72H-D53N;35;2435T0212145M;dpe 2006 tertiaire et erp;1;2.3;2024/01/18 23:00:00;2024/01/19 12:03:15.540;;47.43;;G;F;942.064230868785;74.3806487184096;5ème catégorie;avant 1948;n : restaurants et débits de boisson;dpe tertiaire facture dans un bâtiment de logement;;gaz;gaz;;2023;;;;;12617.1171171171;;;
bdnb-bg-XZGZ-N1TL-J5V5;35;1535P6000012B;dpe 2006 tertiaire et erp;0;;;2015/12/15 00:00:00;1974;;;F;C;479.16;25.92;;1948-1974;;dpe tertiaire facture;;reseau de chaleur;electricite;electricite;;;;;;;;;
bdnb-bg-Y1DG-4LEU-JRJ8;35;1435V4000057N;dpe 2006 tertiaire et erp;0;;;2014/03/20 00:00:00;1947;63.5;;D;E;348;61;;avant 1948;;dpe tertiaire facture;;gaz;gaz;;;;;;;;;;
bdnb-bg-Y1JL-T33X-4PE9;35;2435T2635515A;dpe 2006 tertiaire et erp;1;2.4;2024/07/20 22:00:00;2024/07/21 15:24:25.191;1980;586.55;;G;C;684.219744112336;19.0391580970389;5ème catégorie;1978-1982;locaux d'entreprise (bureaux);dpe tertiaire facture;autres;electricite;;;2023;;;191940;;;;;
bdnb-bg-Y8NJ-3TPL-ZV3G;35;1435V8000335Q;dpe 2006 tertiaire et erp;0;;;2014/09/24 00:00:00;1974;;55.8;F;C;501.84;16.33;;1948-1974;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-Y8UT-ZDHC-Y3U7;35;2335T3723513B;dpe 2006 tertiaire et erp;1;2.3;2023/11/01 23:00:00;2023/11/02 16:05:21.129;;62.48;;B;A;66.7297171458503;1.85682691188453;5ème catégorie;1948-1974;locaux d'entreprise (bureaux);dpe tertiaire facture;;electricite;;;2023;;;1994;;;;;
bdnb-bg-Y8YC-FBA5-SAYF;35;1935N2000090F;dpe 2006 tertiaire et erp;0;;;2019/12/18 00:00:00;2019;;;D;C;214.29;11.97;;2013-2021;;dpe tertiaire bâtiment neuf;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-YDSA-MGVN-DME3;35;2135T0481809B;dpe 2006 tertiaire et erp;1;1;2021/10/11 22:00:00;2021/10/12 06:14:44.589;1947;58.95;;G;C;798.163312514457;22.2097617395327;5ème catégorie;avant 1948;n : restaurants et débits de boisson;dpe tertiaire facture;;electricite;;;;;;;;;;;
bdnb-bg-YDVV-YARC-GWB9;35;2235T0497412F;dpe 2006 tertiaire et erp;1;2.1;2022/03/08 23:00:00;2022/03/11 16:22:01.780;1983;214;;D;B;286.610875106202;7.97525913338997;5ème catégorie;1983-1988;w : administrations, banques, bureaux;dpe tertiaire facture;;electricite;;;2021;;;29334;;;;;
bdnb-bg-YE55-N9XE-UVT1;35;1535V8000614R;dpe 2006 tertiaire et erp;0;;;2015/12/16 00:00:00;1974;;222;G;D;987.55;32.15;;1948-1974;;dpe tertiaire facture;;electricite;;;;;;;;;;;
bdnb-bg-YEGZ-51TS-Q92G;35;1335V8000026M;dpe 2006 tertiaire et erp;0;;;2013/06/21 00:00:00;1947;100;;G;C;705;23;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-YEXR-4ZJ7-97AU;35;2135T0460875X;dpe 2006 tertiaire et erp;1;1;2021/10/06 22:00:00;2021/10/07 15:21:06.993;2013;25.38;;E;B;274.998209040762;7.65212407765599;5ème catégorie;2013-2021;ghw : bureaux;dpe tertiaire facture;;electricite;;;;;;;;;;;
