batiment_groupe_id;code_departement_insee;identifiant_dpe;type_dpe_tertiaire;source_nouvelle_base_ademe;version;date_etablissement_dpe;date_reception_dpe;annee_construction_dpe;shon;surface_utile;classe_conso_energie_dpe_tertiaire;classe_emission_ges_dpe_tertiaire;conso_dpe_tertiaire_ep_m2;emission_ges_dpe_tertiaire_m2;categorie_erp_dpe_tertiaire;periode_construction_dpe;type_erp_dpe_tertiaire;methode_application_dpe_tertiaire;sous_modele_dpe_tertiaire;type_energie_chauffage;type_energie_ecs;type_energie_climatisation;derniere_annee_consommation;conso_autre_fossile;conso_bois;conso_electricite;conso_fioul;conso_gaz;conso_gpl_butane_propane;conso_reseau_chaleur;conso_reseau_froid
bdnb-bg-3RJK-9GA9-AP1T;35;1435V8000437T;dpe 2006 tertiaire et erp;0;;;2014/12/05 00:00:00;1960;;780;;;;;;1948-1974;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-3UHA-1F8X-ZDQF;35;2235T2583870P;dpe 2006 tertiaire et erp;1;2.2;2022/11/01 23:00:00;2022/11/02 16:02:36.159;;187.63;;;;;;5ème catégorie;avant 1948;w : administrations, banques, bureaux;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-3V3F-LWSH-SNSA;35;2335T1095540E;dpe 2006 tertiaire et erp;1;2.2;2023/03/30 22:00:00;2023/04/01 12:15:56.227;2006;140;140;;;;;;2006-2012;w : administrations, banques, bureaux;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-3XL2-P4EU-RYN2;35;2435T0542714R;dpe 2006 tertiaire et erp;1;2.3;2024/02/14 23:00:00;2024/02/15 09:40:37.128;;58.9;;;;;;5ème catégorie;avant 1948;locaux d'entreprise (bureaux);dpe tertiaire vierge dans un bâtiment de logement;;;;;;;;;;;;;
bdnb-bg-3ZR6-R12Y-D237;35;2535T1790617Z;dpe 2006 tertiaire et erp;1;2.4;2025/05/29 22:00:00;2025/05/30 18:21:41.610;;72.5;;;;;;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire vierge dans un bâtiment de logement;bureaux, services administratifs, enseignement;;;;;;;;;;;;
bdnb-bg-41N2-U4WD-QRJM;35;2235T2567685C;dpe 2006 tertiaire et erp;1;2.2;2022/10/30 23:00:00;2022/10/31 11:55:08.055;;2123.26;;;;;;5ème catégorie;après 2021;locaux d'entreprise (bureaux);dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-425K-V9MF-YA53;35;2535T2235717F;dpe 2006 tertiaire et erp;1;2.4;2025/07/06 22:00:00;2025/07/07 05:24:43.161;;831.65;;;;;;5ème catégorie;1948-1974;locaux d'entreprise (bureaux);dpe tertiaire vierge;bureaux, services administratifs, enseignement;;;;;;;;;;;;
bdnb-bg-444H-JT6Q-ZUSK;35;2435T2684145K;dpe 2006 tertiaire et erp;1;2.4;2024/07/23 22:00:00;2024/07/24 17:55:51.706;;55;;;;;;5ème catégorie;1948-1974;n : restaurants et débits de boisson;dpe tertiaire vierge;autres;;;;;;;;;;;;
bdnb-bg-45E1-LZ58-E4K4;35;1935V4000018P;dpe 2006 tertiaire et erp;0;;;2019/01/14 00:00:00;;260;;;;;;;;;dpe tertiaire vierge;;gaz;gaz;;;;;;;;;;
bdnb-bg-45T8-SE22-44TT;35;2635T0623232P;dpe 2006 tertiaire et erp;1;2.6;2026/03/03 23:00:00;2026/03/04 14:50:47.380;;54.19;54.19;;;;;5ème catégorie;1948-1974;w : administrations, banques, bureaux;dpe tertiaire vierge dans un bâtiment de logement;autres;;;;;;;;;;;;
bdnb-bg-467F-GUSQ-9UNX;35;1535V3000042H;dpe 2006 tertiaire et erp;0;;;2015/10/19 00:00:00;;40;;;;;;;;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-46K5-GN13-9R8V;35;2535T0246908O;dpe 2006 tertiaire et erp;1;2.4;2025/01/22 23:00:00;2025/01/23 21:15:48.021;;60.19;;;;;;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire vierge dans un bâtiment de logement;centre commercial;;;;;;;;;;;;
bdnb-bg-46QC-B15G-F8AR;35;2235T3043056P;dpe 2006 tertiaire et erp;1;2.2;2022/12/13 23:00:00;2022/12/14 17:37:19.608;;47;;;;;;5ème catégorie;2013-2021;w : administrations, banques, bureaux;dpe tertiaire vierge dans un bâtiment de logement;;;;;;;;;;;;;
bdnb-bg-46SF-NZXM-Q5VK;35;2135T0691009F;dpe 2006 tertiaire et erp;1;1.1;2021/11/14 23:00:00;2021/11/15 18:22:46.578;1948;138;;;;0.1;0.1;5ème catégorie;1948-1974;autres tertiaires non erp;dpe tertiaire vierge;;electricite;;;;;;;;;;;
bdnb-bg-48DV-DJV3-TGPR;35;1435C1000008F;dpe 2006 tertiaire et erp;0;;;2014/05/13 00:00:00;1947;64;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-4A1V-WCJ2-GDEU;35;2435T0560769C;dpe 2006 tertiaire et erp;1;2.3;2024/02/15 23:00:00;2024/02/16 07:36:27.859;;75.17;;;;;;5ème catégorie;1948-1974;w : administrations, banques, bureaux;dpe tertiaire vierge dans un bâtiment de logement;;;;;;;;;;;;;
bdnb-bg-4AD4-5GUQ-DBPG;35;1635V8000144Q;dpe 2006 tertiaire et erp;0;;;2016/03/14 00:00:00;1974;;268;;;;;5ème catégorie;1948-1974;m : magasins de vente, centres commerciaux;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-4ASR-BRD4-J944;35;1835V7000080Q;dpe 2006 tertiaire et erp;0;;;2018/10/16 00:00:00;;119.1;;;;;;;;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-4BH8-2LRD-5LZ1;35;1635V8000550R;dpe 2006 tertiaire et erp;0;;;2016/11/16 00:00:00;1947;38.02;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-4C5K-8UGH-CZUA;35;2335T3116703F;dpe 2006 tertiaire et erp;1;2.3;2023/09/18 22:00:00;2023/09/19 13:32:37.272;;315;;;;;;5ème catégorie;1983-1988;autres tertiaires non erp;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-4CSC-L4DX-E5Z7;35;2535T3074440U;dpe 2006 tertiaire et erp;1;2.5;2025/09/28 22:00:00;2025/09/29 13:02:32.536;;432;;;;;;5ème catégorie;2013-2021;locaux d'entreprise (bureaux);dpe tertiaire vierge;bureaux, services administratifs, enseignement;;;;;;;;;;;;
bdnb-bg-4D9Z-5J5S-8F33;35;2135T0795241D;dpe 2006 tertiaire et erp;1;1.1;2021/11/28 23:00:00;2021/11/29 12:52:47.533;1947;100;;;;0.1;0.1;5ème catégorie;avant 1948;w : administrations, banques, bureaux;dpe tertiaire vierge;;electricite;;;;;;;;;;;
bdnb-bg-4DH4-EK7T-GM2U;35;2335T3724571T;dpe 2006 tertiaire et erp;1;2.3;2023/11/01 23:00:00;2023/11/02 17:00:18.934;;35.4;;;;;;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire vierge dans un bâtiment de logement;;;;;;;;;;;;;
bdnb-bg-4DMQ-XH9G-XY4J;35;1435V4000105H;dpe 2006 tertiaire et erp;0;;;2014/05/06 00:00:00;;1647;;D;E;291;68;;;;dpe tertiaire facture;;;electricite;;;;;;;;;;
bdnb-bg-4FM8-7AYN-3VPD;35;2435T3574407G;dpe 2006 tertiaire et erp;1;2.4;2024/10/10 22:00:00;2024/10/11 12:12:16.228;;72.3;;;;;;5ème catégorie;après 2021;autres tertiaires non erp;dpe tertiaire vierge;bureaux, services administratifs, enseignement;;;;;;;;;;;;
bdnb-bg-4FW8-CRPF-H6DN;35;2235T2509545Y;dpe 2006 tertiaire et erp;1;2.2;2022/10/24 22:00:00;2022/10/25 14:57:15.665;;99.27;;;;;;5ème catégorie;avant 1948;n : restaurants et débits de boisson;dpe tertiaire vierge dans un bâtiment de logement;;;;;;;;;;;;;
bdnb-bg-4GM2-LTLA-R9HQ;35;1935V4000225;dpe 2006 tertiaire et erp;0;;;2019/09/25 00:00:00;1947;;31.7;;;;;;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-4HP2-5BZG-K91W;35;2335T1336062A;dpe 2006 tertiaire et erp;1;2.2;2023/04/20 22:00:00;2023/04/21 15:11:59.378;1951;30;;;;;;5ème catégorie;1948-1974;u : établissements de soins;dpe tertiaire vierge dans un bâtiment de logement;;;;;;;;;;;;;
bdnb-bg-4HRX-W3DH-HT9E;35;1635V8000006N;dpe 2006 tertiaire et erp;0;;;2016/01/06 00:00:00;1947;36;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-4LEW-MDC8-2CL6;35;1935V3000027O;dpe 2006 tertiaire et erp;0;;;2019/05/20 00:00:00;;2958.83;;;;;;;;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-4M7L-81F3-KATS;35;1435V8000115M;dpe 2006 tertiaire et erp;0;;;2014/04/01 00:00:00;1948;;;E;C;304.53;12.24;;1948-1974;;dpe tertiaire facture;;;electricite;;;;;;;;;;
bdnb-bg-4M9P-T6XR-185D;35;2435T1061154R;dpe 2006 tertiaire et erp;1;2.3;2024/03/24 23:00:00;2024/03/25 09:18:02.379;2023;321.14;;;;;;5ème catégorie;après 2021;x : établissements sportifs couverts;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-4Q48-CD25-7MEP;35;1535C1000001@;dpe 2006 tertiaire et erp;0;;;2015/01/19 00:00:00;1947;51.66;;;;;;;avant 1948;;dpe tertiaire vierge;;gaz;gaz;;;;;;;;;;
bdnb-bg-4Q69-ULBK-S9VJ;35;2435T1730341Q;dpe 2006 tertiaire et erp;1;2.3;2024/05/15 22:00:00;2024/05/16 16:57:41.695;2020;2800;;;;;;5ème catégorie;2013-2021;m : magasins de vente, centres commerciaux;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-4RR8-WA1Z-T2UH;35;1635C2000004E;dpe 2006 tertiaire et erp;0;;;2016/03/16 00:00:00;1947;515;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-4TG9-VWQE-5B1Z;35;1635V8000180Q;dpe 2006 tertiaire et erp;0;;;2016/03/28 00:00:00;1930;;;;;;;5ème catégorie;avant 1948;n : restaurants et débits de boisson;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-4WKZ-NP4F-56YV;35;1635V3000029N;dpe 2006 tertiaire et erp;0;;;2016/05/26 00:00:00;1947;119.45;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-4YHX-MV52-PL34;35;1435V4000071J;dpe 2006 tertiaire et erp;0;;;2014/03/27 00:00:00;1947;131.79;;E;C;504;16;;avant 1948;;dpe tertiaire facture;;;;;;;;;;;;;
bdnb-bg-4Z4H-LNWS-J4YJ;35;2335T2292966A;dpe 2006 tertiaire et erp;1;2.2;2023/07/06 22:00:00;2023/07/07 05:33:46.751;;78.5;;;;;;5ème catégorie;avant 1948;locaux d'entreprise (bureaux);dpe tertiaire vierge dans un bâtiment de logement;;;;;;;;;;;;;
bdnb-bg-4ZTK-ABTW-34R8;35;2535T1539656Q;dpe 2006 tertiaire et erp;1;2.4;2025/05/07 22:00:00;2025/05/08 14:22:19.781;1820;82.53;;;;;;5ème catégorie;avant 1948;autres tertiaires non erp;dpe tertiaire vierge dans un bâtiment de logement;autres;;;;;;;;;;;;
bdnb-bg-51LB-VGED-ZS6B;35;2635T0454539K;dpe 2006 tertiaire et erp;1;2.6;2026/02/15 23:00:00;2026/02/16 19:04:54.210;1949;196.3;215.3;;;;;;avant 1948;autres tertiaires non erp;dpe tertiaire vierge dans un bâtiment de logement;bâtiments à occupation continue;;;;;;;;;;;;
bdnb-bg-54YG-JTJC-8Z3Z;35;2335T3969851P;dpe 2006 tertiaire et erp;1;2.3;2023/11/21 23:00:00;2023/11/22 08:50:23.263;2017;134.2;;;;;;5ème catégorie;2013-2021;locaux d'entreprise (bureaux);dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-55EM-F95L-8GFS;35;1835V8000207S;dpe 2006 tertiaire et erp;0;;;2018/06/01 00:00:00;1947;171.47;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-55KX-JWLQ-JHXU;35;1935V4000248U;dpe 2006 tertiaire et erp;0;;;2019/10/14 00:00:00;1974;;;;;;;;1948-1974;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-56MA-4FQ1-MAWV;35;2235T1248445C;dpe 2006 tertiaire et erp;1;2.1;2022/06/06 22:00:00;2022/06/07 17:20:19.284;;15.5;;;;;;5ème catégorie;1948-1974;autres tertiaires non erp;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-5896-J5XD-55HG;35;2635T0563899O;dpe 2006 tertiaire et erp;1;2.6;2026/02/25 23:00:00;2026/02/26 14:44:27.466;1990;24.78;24.78;;;;;;1989-2000;autres tertiaires non erp;dpe tertiaire vierge;autres;;;;;;;;;;;;
bdnb-bg-58AJ-3GL6-J3K6;35;1835V8000449A;dpe 2006 tertiaire et erp;0;;;2018/10/23 00:00:00;2005;;44;;;;;;2001-2005;w : administrations, banques, bureaux;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-594W-39KT-P7EY;35;2335T3217251L;dpe 2006 tertiaire et erp;1;2.3;2023/09/26 22:00:00;2023/09/27 05:37:44.424;1887;63;;;;;;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire vierge dans un bâtiment de logement;;;;;;;;;;;;;
bdnb-bg-5A3R-GF39-M8GX;35;1935V8000165W;dpe 2006 tertiaire et erp;0;;;2019/04/15 00:00:00;1990;;268;;;;;5ème catégorie;1989-2000;oa : hôtels-restaurants d'altitude;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-5A5N-5CQ4-SZHD;35;2535T1335675F;dpe 2006 tertiaire et erp;1;2.4;2025/04/17 22:00:00;2025/04/18 09:58:27.554;1658;67.98;;;;;;5ème catégorie;avant 1948;locaux d'entreprise (bureaux);dpe tertiaire vierge dans un bâtiment de logement;bureaux, services administratifs, enseignement;;;;;;;;;;;;
bdnb-bg-5AKG-A13G-3GNL;35;2135T0965979Z;dpe 2006 tertiaire et erp;1;2;2021/12/19 23:00:00;2021/12/21 16:41:32.769;1980;1.1;90.2;;;;;;1978-1982;autres tertiaires non erp;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-5AM3-P6Q6-NT4Q;35;1935V8000452V;dpe 2006 tertiaire et erp;0;;;2019/10/29 00:00:00;1948;;;;;;;;1948-1974;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-5BM7-1LN3-CC9K;35;1835V7000081R;dpe 2006 tertiaire et erp;0;;;2018/10/25 00:00:00;;28.7;;;;;;;;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-5BV7-MLFX-ZBXZ;35;1335V8000107M;dpe 2006 tertiaire et erp;0;;;2013/09/30 00:00:00;1947;80;;G;F;790;86;;avant 1948;;dpe tertiaire facture;;;;;;;;;;;;;
bdnb-bg-5CCT-MY3E-2FK8;35;2235T1664429M;dpe 2006 tertiaire et erp;1;2.1;2022/07/20 22:00:00;2022/07/21 11:32:14.856;;42.3;;;;;;5ème catégorie;avant 1948;n : restaurants et débits de boisson;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-5CD3-9X93-5HWK;35;1435V8000459X;dpe 2006 tertiaire et erp;0;;;2014/12/17 00:00:00;1947;;26.6;;;;;;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-5CZ3-YPV7-HF7U;35;2235T1208835Q;dpe 2006 tertiaire et erp;1;2.1;2022/06/01 22:00:00;2022/06/02 09:48:07.714;1948;39.68;39.68;;;;;;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-5D5N-2FRZ-43NF;35;1435V8000033L;dpe 2006 tertiaire et erp;0;;;2014/02/04 00:00:00;1947;64;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-5DF7-CHFQ-FAR3;35;1335V4000132G;dpe 2006 tertiaire et erp;0;;;2013/11/27 00:00:00;1974;;;;;;;;1948-1974;;dpe tertiaire vierge;;gaz;gaz;electricite;;;;;;;;;
bdnb-bg-5DPB-3GE5-TUFQ;35;1735V7000071P;dpe 2006 tertiaire et erp;0;;;2017/06/12 00:00:00;1947;30;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-5E4E-JD66-TALW;35;2635T0044315O;dpe 2006 tertiaire et erp;1;2.6;2026/01/07 23:00:00;2026/01/08 10:42:01.710;2009;39.12;43.032;G;G;368;12;;2006-2012;autres tertiaires non erp;dpe tertiaire facture dans un bâtiment de logement;bureaux, services administratifs, enseignement;;electricite;;2026;;;8332;;;;;
bdnb-bg-5EEQ-HAHB-RVM2;35;2535T2169430S;dpe 2006 tertiaire et erp;1;2.4;2025/06/29 22:00:00;2025/07/01 11:47:58.930;1948;2600;2600;;;;;1ère catégorie;1948-1974;w : administrations, banques, bureaux;dpe tertiaire vierge;bureaux, services administratifs, enseignement;;;;;;;;;;;;
bdnb-bg-5FRS-HM1D-2URB;35;1935V7000040N;dpe 2006 tertiaire et erp;0;;;2019/05/01 00:00:00;;123.69;;;;;;;;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-5GQ2-WGDW-ESKD;35;1535V8000418T;dpe 2006 tertiaire et erp;0;;;2015/09/28 00:00:00;;230;;F;C;486;15;;;;dpe tertiaire facture;;;;;;;;;;;;;
bdnb-bg-5J8W-6NMQ-CHH2;35;1435V3000012D;dpe 2006 tertiaire et erp;0;;;2014/03/14 00:00:00;;1935;;;;;;;;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-5JHH-CML9-713L;35;2135T0245554I;dpe 2006 tertiaire et erp;1;1;2021/08/31 22:00:00;2021/09/01 00:00:00;1989;280;280;;;0.1;0.1;5ème catégorie;1989-2000;ghw : bureaux;dpe tertiaire vierge;;electricite;;;;;;;;;;;
bdnb-bg-5JS7-FQJN-SEA8;35;1635V4000103H;dpe 2006 tertiaire et erp;0;;;2016/06/13 00:00:00;1930;;55.45;;;;;5ème catégorie;avant 1948;w : administrations, banques, bureaux;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-5KBF-2ZJK-MX5C;35;1535V8000419U;dpe 2006 tertiaire et erp;0;;;2015/09/29 00:00:00;1973;;66;;;;;5ème catégorie;1948-1974;m : magasins de vente, centres commerciaux;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-5KR6-66HV-VE1P;35;2435T2959036D;dpe 2006 tertiaire et erp;1;2.4;2024/08/26 22:00:00;2024/08/27 09:15:12.946;;160.44;;;;;;5ème catégorie;1948-1974;n : restaurants et débits de boisson;dpe tertiaire vierge dans un bâtiment de logement;autres;;;;;;;;;;;;
bdnb-bg-5L1Q-7NNL-2JPT;35;2535T3462148Q;dpe 2006 tertiaire et erp;1;2.5;2025/11/02 23:00:00;2025/11/03 11:24:15.262;;23.55;;;;;;5ème catégorie;avant 1948;autres tertiaires non erp;dpe tertiaire vierge;bureaux, services administratifs, enseignement;;;;;;;;;;;;
bdnb-bg-5LA1-5MSG-LE48;35;2335T3264431B;dpe 2006 tertiaire et erp;1;2.3;2023/09/28 22:00:00;2023/09/29 12:10:17.490;;145;;;;;;5ème catégorie;1978-1982;locaux d'entreprise (bureaux);dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-5M4R-KLHF-TCRN;35;1835V4000352P;dpe 2006 tertiaire et erp;0;;;2019/01/08 00:00:00;1977;;;;;;;;1975-1977;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-5MRN-JPKS-4GES;35;2435T2648126B;dpe 2006 tertiaire et erp;1;2.4;2024/07/15 22:00:00;2024/07/22 15:31:27.839;1990;120.85;120.85;E;B;282;8;;après 2021;autres tertiaires non erp;dpe tertiaire facture;autres;;electricite;;2024;;;14817;;;;;
bdnb-bg-5MU8-C3YP-98LC;35;2335T1095540E;dpe 2006 tertiaire et erp;1;2.2;2023/03/30 22:00:00;2023/04/01 12:15:56.227;2006;140;140;;;;;;2006-2012;w : administrations, banques, bureaux;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-5P4N-PL2B-HPBH;35;2435T3946507U;dpe 2006 tertiaire et erp;1;2.4;2024/11/07 23:00:00;2024/11/08 08:32:24.902;;79.87;;;;;;5ème catégorie;1948-1974;u : établissements de soins;dpe tertiaire vierge dans un bâtiment de logement;autres;;;;;;;;;;;;
bdnb-bg-5PE6-VCNL-BQER;35;2535T1390007X;dpe 2006 tertiaire et erp;1;2.4;2025/04/23 22:00:00;2025/04/24 08:55:11.980;;266.5;;;;;;5ème catégorie;2006-2012;w : administrations, banques, bureaux;dpe tertiaire vierge;autres;;;;;;;;;;;;
bdnb-bg-5QXY-NJRK-UQNY;35;2035V3000012A;dpe 2006 tertiaire et erp;0;;;2020/02/05 00:00:00;1947;23;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-5RUG-4SSX-APBA;35;1535V4000154M;dpe 2006 tertiaire et erp;0;;;2015/07/09 00:00:00;2000;;52;;;;;1ère catégorie;1989-2000;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-5SK6-P2R1-JRET;35;1635V8000359Y;dpe 2006 tertiaire et erp;0;;;2016/07/13 00:00:00;1974;;130;;;;;;1948-1974;m : magasins de vente, centres commerciaux;dpe tertiaire vierge;;gaz;gaz;;;;;;;;;;
bdnb-bg-5T7T-F11T-KA7V;35;1635V8000209S;dpe 2006 tertiaire et erp;0;;;2016/04/12 00:00:00;1947;115;;;;;;;avant 1948;;dpe tertiaire vierge;;;electricite;;;;;;;;;;
bdnb-bg-5TDS-SA18-WP6R;35;1635V7000094T;dpe 2006 tertiaire et erp;0;;;2016/09/07 00:00:00;;46.16;;;;;;;;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-5U38-WRG4-EGTP;35;2235T1083813C;dpe 2006 tertiaire et erp;1;2.1;2022/05/17 22:00:00;2022/05/18 09:41:50.347;;1000;;;;;;3ème catégorie;avant 1948;o : hôtels et pensions de famille;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-5U7L-A8QR-4VQ5;35;2235T0291621E;dpe 2006 tertiaire et erp;1;2.1;2022/02/13 23:00:00;2022/02/14 16:40:30.442;1947;82;;;;;;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-5UNT-X1XS-BG7Z;35;2235T0378883K;dpe 2006 tertiaire et erp;1;2.1;2022/02/23 23:00:00;2022/02/24 22:14:33.620;1947;53.02;;;;;;5ème catégorie;avant 1948;n : restaurants et débits de boisson;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-5WJW-5GT9-TMP1;35;2435T0284744T;dpe 2006 tertiaire et erp;1;2.3;2024/01/24 23:00:00;2024/01/25 15:37:18.462;;96.58;;;;;;5ème catégorie;avant 1948;l : salles d'auditions, de conférences, de réunions, de spectacles ou à usage multiple;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-5WJX-7VR3-ZRP1;35;2335T4338680I;dpe 2006 tertiaire et erp;1;2.3;2023/12/14 23:00:00;2023/12/15 11:21:19.186;;964;;;;;;5ème catégorie;1978-1982;n : restaurants et débits de boisson;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-5WMC-8QU2-KV2K;35;1935V3000034M;dpe 2006 tertiaire et erp;0;;;2019/06/25 00:00:00;1947;24.08;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-5XZP-QKGR-N4XM;35;2335T4206017X;dpe 2006 tertiaire et erp;1;2.3;2023/12/06 23:00:00;2023/12/07 14:52:11.777;;65.53;;;;;;5ème catégorie;avant 1948;n : restaurants et débits de boisson;dpe tertiaire vierge dans un bâtiment de logement;;;;;;;;;;;;;
bdnb-bg-5YQV-6RER-4NES;35;1835V4000200H;dpe 2006 tertiaire et erp;0;;;2018/08/12 00:00:00;1947;890;;;;;;;avant 1948;;dpe tertiaire vierge;;fioul;electricite;;;;;;;;;;
bdnb-bg-5YXM-ZKTK-AGZH;35;1635V8000418U;dpe 2006 tertiaire et erp;0;;;2016/09/02 00:00:00;1947;34;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-631A-Z3W2-7XRD;35;2035V7000010C;dpe 2006 tertiaire et erp;0;;;2020/01/09 00:00:00;;265;;;;;;;;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-6352-4AP4-4NBF;35;1535V7000058S;dpe 2006 tertiaire et erp;0;;;2015/09/29 00:00:00;1947;;24;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-63HD-8JQD-U15J;35;1535V4000034J;dpe 2006 tertiaire et erp;0;;;2015/02/27 00:00:00;1974;;23.5;;;;;;1948-1974;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-6414-57ZL-VQ5B;35;1635V7000134O;dpe 2006 tertiaire et erp;0;;;2016/12/23 00:00:00;1974;;;;;;;;1948-1974;;dpe tertiaire vierge;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-6517-Q1KD-NLZF;35;2235T2216835W;dpe 2006 tertiaire et erp;1;2.2;2022/09/26 22:00:00;2022/09/27 10:19:31.879;;40.7;;;;;;5ème catégorie;1989-2000;j : structures d’accueil pour personnes âgées ou personnes handicapées;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-65EB-C7AB-A2Y7;35;1435V8000378X;dpe 2006 tertiaire et erp;0;;;2014/10/24 00:00:00;1947;19.87;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-68R3-PSWD-Z49L;35;1935V8000148X;dpe 2006 tertiaire et erp;0;;;2019/04/09 00:00:00;1947;67;;;;;;;avant 1948;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-6A7Y-AYDZ-2QLM;35;1935V8000279C;dpe 2006 tertiaire et erp;0;;;2019/07/03 00:00:00;1947;102.29;;;;;;;avant 1948;;dpe tertiaire vierge;;gaz;gaz;;;;;;;;;;
bdnb-bg-6AG4-H18H-U4SN;35;1435V4000160I;dpe 2006 tertiaire et erp;0;;;2014/07/15 00:00:00;;100;;;;;;;;;dpe tertiaire vierge;;electricite;electricite;;;;;;;;;;
bdnb-bg-6BJF-8UJA-HN2A;35;2235T1254070L;dpe 2006 tertiaire et erp;1;2.1;2022/06/07 22:00:00;2022/06/08 10:36:51.180;1930;;36.99;;;;;;avant 1948;autres tertiaires non erp;dpe tertiaire vierge;;;;;;;;;;;;;
bdnb-bg-6D9V-GQHB-DZNG;35;1535V4000203H;dpe 2006 tertiaire et erp;0;;;2015/09/17 00:00:00;1982;;140;;;;;1ère catégorie;1978-1982;;dpe tertiaire vierge;;gaz;electricite;;;;;;;;;;
