Code INSEE commune,commune,Code INSEE département,Département,Code INSEE région,Région,Type peuplement,Essence,Développement,Diamètre moyen,Surface travaux/longueur travaux,Année coupe,Hiérarchie géographique,Géo-point commune,COMMUNE_PRINCIPALE,Méthode de coupe,Nombre d'unités,Hmax CCG-LA,Courbes hauteurs (Désignation),Courbes hauteurs (Essence),Mise en oeuvre manuel (% manuel),Travaux tiers
35051,Cesson-Sévigné,35,,,,Haie,"Cerisier à grappes (merisier à grappes, bois-puant, putier, putiet, putet ou pétafouère),Cornouiller (mâle ou sauvage),Noyer",Neutre,15 - 30,0,,,"48.1202268032, -1.59714447272",Cesson-Sévigné,AUCUNE,,19.5,B,Noyer,,Non
35196,Mordelles,35,,,,Haie,"Saule (blanc, argenté, vivier, Osier blanc)",Neutre,< 15,0,,,"48.0857602983, -1.84210731238",Mordelles,AUCUNE,,18.0,D,"Saule (blanc, argenté, vivier, Osier blanc)",,Non
35334,Thorigné-Fouillard,35,,,,Futaie,Thuya,Actif,15 - 30,0,2099,,"48.1566082899, -1.58409867633",Thorigné-Fouillard,ECIMAGE,4,9.5,C,Thuya,100,Non
35051,Cesson-Sévigné,35,,,,Haie,"Cornouiller (mâle ou sauvage),Saule marsault (des chèvres)",Neutre,15 - 30,0,,,"48.1202268032, -1.59714447272",Cesson-Sévigné,AUCUNE,,10.0,B,Saule marsault (des chèvres),,Non
35238,Rennes,35,,,,Pied de pylône,,Neutre,< 15,0,,,"48.1119791219, -1.68186449144",Rennes,AUCUNE,,-3.5,,,0,Non
35047,Bruz,35,,,,Futaie,"Genévrier (Juniperus),Pin",Actif,15 - 30,0,2099,,"48.0261755313, -1.74817480915",Bruz,ECIMAGE,5,5.5,C,Pin,100,Non
35047,Bruz,35,,,,Taillis,Bouleau,Actif,15 - 30,0,2027,,"48.0261755313, -1.74817480915",Bruz,DÉBROUSSAILLAGE,,4.5,C,Bouleau,100,Non
35081,Clayes,35,,,,Haie,Cyprès,Actif,< 15,0,2035,,"48.1786926288, -1.8539725616",Clayes,TAILLE,,8.5,B,Cyprès,100,Oui
35047,Bruz,35,,,,Futaie,"Érable,Chêne commun",Actif,15 - 30,0,2099,,"48.0261755313, -1.74817480915",Bruz,ABATTAGE,6,5.5,E,Chêne commun,100,Non
35047,Bruz,35,,,,Futaie,Chêne commun,Actif,15 - 30,0,2099,,"48.0261755313, -1.74817480915",Bruz,ECIMAGE,2,6.0,E,Chêne commun,100,Non
35278,Saint-Grégoire,35,,,,Taillis,"Saule (blanc, argenté, vivier, Osier blanc),Bouleau",Actif,< 15,0,2031,,"48.1588840471, -1.68571943452",Saint-Grégoire,DÉBROUSSAILLAGE,,10.5,B,Bouleau,100,Oui
35059,La Chapelle-des-Fougeretz,35,,,,Haie,"Saule marsault (des chèvres),Troène (Ligustrum),Viorne (Boule de neige, Lantane)",Actif,< 15,0,2025,,"48.1768937301, -1.74067185823",La Chapelle-des-Fougeretz,TAILLE,,2.8,B,Saule marsault (des chèvres),100,Oui
35059,La Chapelle-des-Fougeretz,35,,,,Futaie,"Chêne commun,Noyer,Saule marsault (des chèvres)",Actif,15 - 30,0,2099,,"48.1768937301, -1.74067185823",La Chapelle-des-Fougeretz,ABATTAGE,10,11.5,C,Chêne commun,100,Non
35059,La Chapelle-des-Fougeretz,35,,,,Haie,"Saule (blanc, argenté, vivier, Osier blanc),Troène (Ligustrum)",Actif,< 15,0,2025,,"48.1768937301, -1.74067185823",La Chapelle-des-Fougeretz,TAILLE,,4.9,D,"Saule (blanc, argenté, vivier, Osier blanc)",100,Non
35081,Clayes,35,,,,Isolé Pied de pylône,,Neutre,< 15,20,,,"48.1786926288, -1.8539725616",Clayes,DÉBROUSSAILLAGE,,-3.5,,,100,Non
35278,Saint-Grégoire,35,,,,Taillis,"Bouleau,Pin",Actif,< 15,0,2031,,"48.1588840471, -1.68571943452",Saint-Grégoire,DÉBROUSSAILLAGE,,14.0,B,Bouleau,100,Oui
35059,La Chapelle-des-Fougeretz,35,,,,Haie,"Bouleau,Chêne commun",Actif,15 - 30,0,2034,,"48.1768937301, -1.74067185823",La Chapelle-des-Fougeretz,ECIMAGE,2,11.7,C,Bouleau,100,Non
35353,Vezin-le-Coquet,35,,,,Haie,Thuya,Neutre,< 15,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,TAILLE,,8.0,B,Thuya,0,Oui
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Feuillus inconnu,Actif,15 - 30,0,2099,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ELAGAGE,1,10.5,GÉNÉRIQUE,Feuillus inconnu,100,Non
35353,Vezin-le-Coquet,35,,,,Taillis,"Laurier,Frêne,Noisetier (Coudrier, pourpre, tortueux)",Actif,15 - 30,0,2030,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,DÉBROUSSAILLAGE,,7.0,D,Frêne,100,Non
35047,Bruz,35,,,,Haie,"Prunellier commun (Épine noire),Troène (Ligustrum),Laurier",Neutre,< 15,0,,,"48.0261755313, -1.74817480915",Bruz,TAILLE,,14.0,A,Laurier,0,Non
35051,Cesson-Sévigné,35,,,,Isolé Pied de pylône,,Actif,< 15,20,2026,,"48.1202268032, -1.59714447272",Cesson-Sévigné,DÉBROUSSAILLAGE,,-3.5,,,100,Non
35206,Noyal-Châtillon-sur-Seiche,35,,,,Arbre isolé,"Cèdre (de l'Atlas, bleu ou pleureur)",Fantôme,> 30,0,,,"48.0524815273, -1.6633106381",Noyal-Châtillon-sur-Seiche,AUCUNE,1,8.5,C,"Cèdre (de l'Atlas, bleu ou pleureur)",,Non
35047,Bruz,35,,,,Haie,"Chêne commun,Bouleau,Saule (blanc, argenté, vivier, Osier blanc)",Actif,< 15,0,2027,,"48.0261755313, -1.74817480915",Bruz,TAILLE,,7.0,E,"Saule (blanc, argenté, vivier, Osier blanc)",0,Non
35047,Bruz,35,,,,Arbre isolé,Thuya,Actif,15 - 30,0,2099,,"48.0261755313, -1.74817480915",Bruz,ECIMAGE,1,6.0,B,Thuya,100,Non
35047,Bruz,35,,,,Haie,"Érable,Noisetier (Coudrier, pourpre, tortueux),Chêne commun",Actif,< 15,0,2099,,"48.0261755313, -1.74817480915",Bruz,TAILLE,,6.5,C,Érable,0,Non
35051,Cesson-Sévigné,35,,,,Arbre isolé,Chêne commun,Neutre,15 - 30,0,,,"48.1202268032, -1.59714447272",Cesson-Sévigné,AUCUNE,1,24.0,C,Chêne commun,,Non
35051,Cesson-Sévigné,35,,,,Haie,"Noisetier (Coudrier, pourpre, tortueux),Merisier",Neutre,< 15,0,,,"48.1202268032, -1.59714447272",Cesson-Sévigné,TAILLE,,23.5,B,Merisier,100,Non
35047,Bruz,35,,,,Isolé Pied de pylône,,Actif,< 15,20,2030,,"48.0261755313, -1.74817480915",Bruz,DÉBROUSSAILLAGE,,0.0,,,100,Non
35081,Clayes,35,,,,Haie,"Châtaignier,Ronces,Laurier",Actif,< 15,0,2023,,"48.1786926288, -1.8539725616",Clayes,TAILLE,,5.0,C,Châtaignier,100,Non
35047,Bruz,35,,,,Haie,Thuya,Actif,15 - 30,0,2027,,"48.0261755313, -1.74817480915",Bruz,ECIMAGE,10,13.0,B,Thuya,0,Non
35353,Vezin-le-Coquet,35,,,,Taillis,"Saule (blanc, argenté, vivier, Osier blanc),Prunellier commun (Épine noire)",Neutre,< 15,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,DÉBROUSSAILLAGE,,16.5,E,"Saule (blanc, argenté, vivier, Osier blanc)",0,Non
35055,Chantepie,35,,,,Haie,Châtaignier,Actif,< 15,0,2025,,"48.0817134724, -1.6038253094",Chantepie,TAILLE,,6.7,B,Châtaignier,100,Non
35245,Romillé,35,,,,Futaie,"Saule marsault (des chèvres),Chêne commun",Actif,> 30,0,2025,,"48.2223488257, -1.87904298142",Romillé,ABATTAGE,6,14.9,C,Chêne commun,100,Non
35135,Irodouër,35,,,,Haie,"Châtaignier,Chêne commun",Actif,15 - 30,0,2052,,"48.246152189, -1.95021443067",Irodouër,ECIMAGE,2,17.3,C,Chêne commun,100,Non
35238,Rennes,35,,,,Arbre isolé,Cerisier,Actif,> 30,0,2027,,"48.1119791219, -1.68186449144",Rennes,ECIMAGE,1,9.0,B,Cerisier,100,Non
35238,Rennes,35,,,,Haie,"Chêne commun,Pommier",Neutre,< 15,0,,,"48.1119791219, -1.68186449144",Rennes,TAILLE,,10.0,E,Chêne commun,0,Oui
35238,Rennes,35,,,,Arbre isolé,Aubépine,Neutre,15 - 30,0,,,"48.1119791219, -1.68186449144",Rennes,ABATTAGE,1,10.0,G,Aubépine,100,Non
35210,Pacé,35,,,,Haie,"Merisier,Sureau,Châtaignier",Actif,< 15,0,2031,,"48.152548244, -1.77716643787",Pacé,TAILLE,,10.5,B,Châtaignier,100,Non
35210,Pacé,35,,,,Arbre isolé,Chêne commun,Actif,> 30,0,2099,,"48.152548244, -1.77716643787",Pacé,ABATTAGE,1,13.0,D,Chêne commun,100,Non
35051,Cesson-Sévigné,35,,,,Futaie,"Chêne commun,Hêtre commun (pourpre, pleureur)",Actif,15 - 30,0,2026,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ECIMAGE,2,8.5,D,Chêne commun,100,Non
35051,Cesson-Sévigné,35,,,,Arbre isolé,Prunellier commun (Épine noire),Neutre,15 - 30,0,,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ABATTAGE,1,6.5,E,Prunellier commun (Épine noire),100,Non
35088,Corps-Nuds,35,,,,Arbre isolé,Chêne commun,Actif,> 30,0,2028,,"47.9823871404, -1.57026704551",Corps-Nuds,ABATTAGE,,12.0,D,Chêne commun,100,Non
35076,Chavagne,35,,,,Arbre isolé,Frêne,Actif,> 30,0,2027,,"48.0561574005, -1.78649242036",Chavagne,ECIMAGE,1,5.5,F,Frêne,100,Non
35076,Chavagne,35,,,,Lisière,"Hêtre commun (pourpre, pleureur)",Actif,> 30,0,2030,,"48.0561574005, -1.78649242036",Chavagne,ELAGAGE,2,0.0,,"Hêtre commun (pourpre, pleureur)",100,Non
35196,Mordelles,35,,,,Taillis,Chêne commun,Actif,< 15,0,2026,,"48.0857602983, -1.84210731238",Mordelles,DÉBROUSSAILLAGE,,8.0,C,Chêne commun,0,Non
35024,Betton,35,,,,Arbre isolé,Pommier,Neutre,15 - 30,0,,,"48.1812360423, -1.64589552684",Betton,ABATTAGE,1,24.8,D,Pommier,0,Non
35051,Cesson-Sévigné,35,,,,Arbre isolé,Chêne commun,Actif,> 30,0,2027,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ECIMAGE,1,1.0,D,Chêne commun,0,Non
35051,Cesson-Sévigné,35,,,,Lisière,,Actif,> 30,0,2027,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ELAGAGE,2,0.0,,Chêne commun,100,Non
35051,Cesson-Sévigné,35,,,,Haie,Aubépine,Actif,< 15,0,2027,,"48.1202268032, -1.59714447272",Cesson-Sévigné,TAILLE,,4.0,E,Aubépine,0,Non
35051,Cesson-Sévigné,35,,,,Taillis,"Genêt (épineux ou scorpion),Ronces",Neutre,,0,,,"48.1202268032, -1.59714447272",Cesson-Sévigné,DÉBROUSSAILLAGE,,1.0,A,Ronces,0,Non
35088,Corps-Nuds,35,,,,Arbre isolé,Chêne commun,Actif,15 - 30,0,2099,,"47.9823871404, -1.57026704551",Corps-Nuds,ABATTAGE,1,13.3,D,Chêne commun,0,Non
35088,Corps-Nuds,35,,,,Lisière,,Actif,> 30,0,2028,,"47.9823871404, -1.57026704551",Corps-Nuds,ELAGAGE EN RIDEAU,,0.0,,Chêne commun,0,Non
35352,Vern-sur-Seiche,35,,,,Arbre isolé,Bouleau,Actif,> 30,0,2025,,"48.0525245014, -1.60521106164",Vern-sur-Seiche,ABATTAGE,1,17.5,B,Bouleau,100,Non
35353,Vezin-le-Coquet,35,,,,Isolé Pied de pylône,,Neutre,,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,AUCUNE,,-4.5,,,0,Non
35353,Vezin-le-Coquet,35,,,,Haie,"Merisier,Chêne commun,Châtaignier",Neutre,< 15,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,TAILLE,,8.5,C,Châtaignier,0,Non
35135,Irodouër,35,,,,Taillis,"Saule marsault (des chèvres),Chêne commun",Actif,,0,2025,,"48.246152189, -1.95021443067",Irodouër,DÉBROUSSAILLAGE,,4.2,A,Saule marsault (des chèvres),0,Non
35135,Irodouër,35,,,,Taillis,"Aulne,Saule marsault (des chèvres)",Actif,< 15,0,2025,,"48.246152189, -1.95021443067",Irodouër,DÉBROUSSAILLAGE,,6.5,B,Aulne,100,Non
35353,Vezin-le-Coquet,35,,,,Futaie,Fruitier,Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,3,11.0,B,Fruitier,100,Non
35353,Vezin-le-Coquet,35,,,,Haie,"Merisier,Églantier (Rosier sauvage)",Actif,< 15,0,2029,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,TAILLE,,10.5,B,Merisier,0,Non
35353,Vezin-le-Coquet,35,,,,Futaie,"Chêne commun,Érable",Actif,15 - 30,0,2099,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,3,10.0,D,Érable,100,Non
35208,Orgères,35,,,,Haie,"Noisetier (Coudrier, pourpre, tortueux),Sorbier,Châtaignier,Chêne commun",Actif,< 15,0,2026,,"47.9853322097, -1.66640026267",Orgères,TAILLE,,5.0,C,"Noisetier (Coudrier, pourpre, tortueux)",100,Non
35024,Betton,35,,,,Futaie,Aulne,Actif,15 - 30,0,2028,,"48.1812360423, -1.64589552684",Betton,ABATTAGE,4,18.7,A,Aulne,100,Non
35352,Vern-sur-Seiche,35,,,,Futaie,"Prunus,Troène (Ligustrum),Pêcher",Neutre,15 - 30,0,,,"48.0525245014, -1.60521106164",Vern-sur-Seiche,AUCUNE,6,5.5,B,Prunus,,Non
35352,Vern-sur-Seiche,35,,,,Arbre isolé,"Sapin (blanc, noir, pectiné)",Actif,> 30,0,2025,,"48.0525245014, -1.60521106164",Vern-sur-Seiche,ECIMAGE,,5.5,D,"Sapin (blanc, noir, pectiné)",100,Non
35047,Bruz,35,,,,Lisière,,Actif,> 30,0,2027,,"48.0261755313, -1.74817480915",Bruz,ELAGAGE,8,0.0,,Bouleau,100,Non
35047,Bruz,35,,,,Haie,Érable champêtre,Actif,< 15,0,2027,,"48.0261755313, -1.74817480915",Bruz,TAILLE,,6.0,B,Érable champêtre,100,Non
35047,Bruz,35,,,,Haie,"Saule marsault (des chèvres),Églantier (Rosier sauvage),Ronces",Actif,< 15,0,2027,,"48.0261755313, -1.74817480915",Bruz,TAILLE,,6.5,A,Saule marsault (des chèvres),0,Non
35024,Betton,35,,,,Lisière,,Actif,> 30,0,2031,,"48.1812360423, -1.64589552684",Betton,ELAGAGE,2,0.0,,Châtaignier,100,Non
35210,Pacé,35,,,,Isolé Pied de pylône,,Neutre,< 15,60,,,"48.152548244, -1.77716643787",Pacé,DÉBROUSSAILLAGE,,-4.5,,,100,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Épicéa,Actif,15 - 30,0,2027,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ECIMAGE,1,9.5,E,Épicéa,100,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Feuillus inconnu,Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,1,11.0,GÉNÉRIQUE,Feuillus inconnu,100,Non
35081,Clayes,35,,,,Arbre isolé,Châtaignier,Actif,> 30,0,2025,,"48.1786926288, -1.8539725616",Clayes,ABATTAGE,,5.0,C,Châtaignier,100,Non
35352,Vern-sur-Seiche,35,,,,Isolé Pied de pylône,,Neutre,< 15,0,,,"48.0525245014, -1.60521106164",Vern-sur-Seiche,AUCUNE,,-3.5,,,,Non
35210,Pacé,35,,,,Haie,"Saule marsault (des chèvres),Sureau",Neutre,15 - 30,0,,,"48.152548244, -1.77716643787",Pacé,AUCUNE,,17.5,B,Saule marsault (des chèvres),,Non
35210,Pacé,35,,,,Arbre isolé,Prunellier commun (Épine noire),Neutre,15 - 30,0,,,"48.152548244, -1.77716643787",Pacé,ABATTAGE,1,8.0,A,Prunellier commun (Épine noire),100,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Platane,Actif,> 30,0,2030,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ELAGAGE,,6.0,C,Platane,100,Non
35210,Pacé,35,,,,Arbre isolé,Châtaignier,Neutre,15 - 30,0,,,"48.152548244, -1.77716643787",Pacé,ABATTAGE,1,21.5,B,Châtaignier,100,Non
35278,Saint-Grégoire,35,,,,Futaie,"Noisetier (Coudrier, pourpre, tortueux),Chêne commun,Érable",Actif,15 - 30,0,2099,,"48.1588840471, -1.68571943452",Saint-Grégoire,ABATTAGE,21,6.0,C,Érable,100,Non
35081,Clayes,35,,,,Haie,Ronces,Neutre,< 15,0,,,"48.1786926288, -1.8539725616",Clayes,TAILLE,,12.0,A,Ronces,0,Non
35278,Saint-Grégoire,35,,,,Haie,Charme commun (Charmille),Neutre,< 15,0,,,"48.1588840471, -1.68571943452",Saint-Grégoire,TAILLE,,7.0,C,Charme commun (Charmille),100,Oui
35278,Saint-Grégoire,35,,,,Futaie,Bouleau,Actif,15 - 30,0,2025,,"48.1588840471, -1.68571943452",Saint-Grégoire,ECIMAGE,3,8.5,C,Bouleau,100,Non
35238,Rennes,35,,,,Haie,"Saule (blanc, argenté, vivier, Osier blanc)",Actif,< 15,0,2028,,"48.1119791219, -1.68186449144",Rennes,TAILLE,,95.5,C,"Saule (blanc, argenté, vivier, Osier blanc)",100,Non
35051,Cesson-Sévigné,35,,,,Haie,"Chêne commun,Merisier,Prunellier commun (Épine noire)",Actif,< 15,0,2027,,"48.1202268032, -1.59714447272",Cesson-Sévigné,TAILLE,,9.0,C,Merisier,0,Non
35238,Rennes,35,,,,Futaie,"Cerisier,Poirier",Actif,15 - 30,0,2028,,"48.1119791219, -1.68186449144",Rennes,ECIMAGE,18,8.0,C,Cerisier,100,Non
35047,Bruz,35,,,,Haie,"Prunellier commun (Épine noire),Ronces,Chêne commun",Neutre,< 15,0,,,"48.0261755313, -1.74817480915",Bruz,TAILLE,,10.0,E,Chêne commun,0,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Érable plane (Plane),Actif,15 - 30,0,2099,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ELAGAGE,1,14.5,C,Érable plane (Plane),100,Non
35353,Vezin-le-Coquet,35,,,,Haie,"Prunellier commun (Épine noire),Thuya",Neutre,< 15,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,TAILLE,,7.5,B,Thuya,0,Oui
35210,Pacé,35,,,,Taillis,"Sureau,Aubépine,Saule (blanc, argenté, vivier, Osier blanc)",Neutre,< 15,0,,,"48.152548244, -1.77716643787",Pacé,DÉBROUSSAILLAGE,,7.5,B3,"Saule (blanc, argenté, vivier, Osier blanc)",0,Non
35210,Pacé,35,,,,Futaie,Chêne commun,Actif,15 - 30,0,2099,,"48.152548244, -1.77716643787",Pacé,ABATTAGE,5,7.5,D,Chêne commun,100,Non
35047,Bruz,35,,,,Isolé Pied de pylône,,Actif,< 15,20,2027,,"48.0261755313, -1.74817480915",Bruz,DÉBROUSSAILLAGE,,0.0,,,100,Non
35150,Lécousse,35,,,,Taillis,"Châtaignier,Noisetier (Coudrier, pourpre, tortueux),Robinier",Actif,< 15,0,2024,,"48.3600018318, -1.22059471096",Lécousse,DÉBROUSSAILLAGE,,8.8,C,Robinier,100,Non
35051,Cesson-Sévigné,35,,,,Futaie,"Noisetier (Coudrier, pourpre, tortueux),Saule (blanc, argenté, vivier, Osier blanc),Frêne",Actif,15 - 30,0,2099,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ABATTAGE,10,14.5,C,Frêne,100,Non
35210,Pacé,35,,,,Lisière,,Actif,15 - 30,0,2034,,"48.152548244, -1.77716643787",Pacé,ELAGAGE,4,0.0,,Merisier,100,Non
35200,Moutiers,35,,,,Haie,"Frêne,Châtaignier,Érable",Actif,< 15,0,2026,,"47.9759859892, -1.2051682133",Moutiers,TAILLE,,6.5,B,Châtaignier,0,Non
35245,Romillé,35,,,,Taillis,"Noisetier (Coudrier, pourpre, tortueux)",Neutre,,0,,,"48.2223488257, -1.87904298142",Romillé,DÉBROUSSAILLAGE,,16.4,B,"Noisetier (Coudrier, pourpre, tortueux)",0,Non
35245,Romillé,35,,,,Arbre isolé,Merisier,Actif,> 30,0,2040,,"48.2223488257, -1.87904298142",Romillé,ABATTAGE,1,21.4,A,Merisier,100,Non
35245,Romillé,35,,,,Haie,"Châtaignier,Sureau",Actif,15 - 30,0,2034,,"48.2223488257, -1.87904298142",Romillé,ECIMAGE,5,15.7,B,Châtaignier,100,Non
35245,Romillé,35,,,,Futaie,Peuplier,Actif,> 30,0,2025,,"48.2223488257, -1.87904298142",Romillé,ECIMAGE,9,10.6,B,Peuplier,100,Oui
35055,Chantepie,35,,,,Haie,Ronces,Neutre,< 15,0,,,"48.0817134724, -1.6038253094",Chantepie,TAILLE,,11.0,A,Ronces,0,Non
35278,Saint-Grégoire,35,,,,Futaie,"Peuplier,Cyprès,Chêne commun",Actif,> 30,0,2027,,"48.1588840471, -1.68571943452",Saint-Grégoire,ECIMAGE,8,20.5,C,Peuplier,100,Non
35204,Nouvoitou,35,,,,Haie,"Ronces,Châtaignier",Neutre,15 - 30,0,,,"48.0299058856, -1.55180159639",Nouvoitou,AUCUNE,15,6.7,B,Châtaignier,,Non
35334,Thorigné-Fouillard,35,,,,Isolé Pied de pylône,,Actif,,150,2025,,"48.1566082899, -1.58409867633",Thorigné-Fouillard,DÉBROUSSAILLAGE,,0.0,,,100,Non
35334,Thorigné-Fouillard,35,,,,Haie,Érable,Actif,< 15,0,2025,,"48.1566082899, -1.58409867633",Thorigné-Fouillard,TAILLE,,10.6,A,Érable,100,Non
35088,Corps-Nuds,35,,,,Haie,"Chêne commun,Noisetier (Coudrier, pourpre, tortueux),Ronces",Neutre,< 15,0,,,"47.9823871404, -1.57026704551",Corps-Nuds,AUCUNE,,16.0,C,Chêne commun,,Non
35204,Nouvoitou,35,,,,Futaie,Chêne commun,Actif,> 30,0,2099,,"48.0299058856, -1.55180159639",Nouvoitou,ABATTAGE,2,13.0,D,Chêne commun,100,Non
35204,Nouvoitou,35,,,,Arbre isolé,Aubépine,Neutre,15 - 30,0,,,"48.0299058856, -1.55180159639",Nouvoitou,ABATTAGE,1,24.0,G,Aubépine,0,Non
35204,Nouvoitou,35,,,,Taillis,Peuplier,Neutre,,0,,,"48.0299058856, -1.55180159639",Nouvoitou,DÉBROUSSAILLAGE,3,18.5,B,Peuplier,100,Non
35204,Nouvoitou,35,,,,Futaie,"Pommier,Prunus",Neutre,15 - 30,0,,,"48.0299058856, -1.55180159639",Nouvoitou,AUCUNE,13,10.1,B,Pommier,,Non
35204,Nouvoitou,35,,,,Arbre isolé,Prunus,Actif,15 - 30,0,2037,,"48.0299058856, -1.55180159639",Nouvoitou,ABATTAGE,1,10.1,C,Prunus,0,Non
35204,Nouvoitou,35,,,,Taillis,"Saule (blanc, argenté, vivier, Osier blanc)",Neutre,,0,,,"48.0299058856, -1.55180159639",Nouvoitou,AUCUNE,,17.4,B3,"Saule (blanc, argenté, vivier, Osier blanc)",,Non
35334,Thorigné-Fouillard,35,,,,Haie,"Châtaignier,Chêne commun,Prunellier commun (Épine noire)",Actif,< 15,0,2028,,"48.1566082899, -1.58409867633",Thorigné-Fouillard,TAILLE,,11.6,B,Châtaignier,0,Non
35139,Laillé,35,,,,Futaie,"Chêne commun,Merisier,Châtaignier",Actif,> 30,0,2099,,"47.9672360017, -1.71452676529",Laillé,ABATTAGE,4,5.5,C,Châtaignier,100,Non
35206,Noyal-Châtillon-sur-Seiche,35,,,,Haie,"Genêt (épineux ou scorpion),Chêne commun",Actif,< 15,0,2028,,"48.0524815273, -1.6633106381",Noyal-Châtillon-sur-Seiche,TAILLE,,7.5,C,Chêne commun,0,Non
35210,Pacé,35,,,,Futaie,"Érable,Chêne commun",Actif,15 - 30,0,2023,,"48.152548244, -1.77716643787",Pacé,ABATTAGE,6,8.0,C,Érable,100,Non
35051,Cesson-Sévigné,35,,,,Isolé Pied de pylône,,Neutre,< 15,0,,,"48.1202268032, -1.59714447272",Cesson-Sévigné,AUCUNE,,-3.5,,,0,Non
35051,Cesson-Sévigné,35,,,,Arbre isolé,Acacia,Neutre,> 30,0,,,"48.1202268032, -1.59714447272",Cesson-Sévigné,AUCUNE,1,16.5,A,Acacia,0,Non
35352,Vern-sur-Seiche,35,,,,Arbre isolé,Pin,Actif,15 - 30,0,2025,,"48.0525245014, -1.60521106164",Vern-sur-Seiche,ABATTAGE,1,9.5,B,Pin,100,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Cyprès,Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,1,10.0,B,Cyprès,100,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Mimosa,Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,1,15.0,B,Mimosa,100,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Palmier,Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,1,15.0,A,Palmier,100,Non
35353,Vezin-le-Coquet,35,,,,Taillis,Laurier,Neutre,,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,DÉBROUSSAILLAGE,,7.5,A,Laurier,0,Oui
35353,Vezin-le-Coquet,35,,,,Futaie,"Fruitier,Eucalyptus",Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,7,7.5,B,Eucalyptus,100,Non
35353,Vezin-le-Coquet,35,,,,Futaie,Cerisier,Actif,15 - 30,0,2026,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ECIMAGE,4,7.5,B,Cerisier,100,Non
35024,Betton,35,,,,Futaie,Chêne commun,Neutre,> 30,0,,,"48.1812360423, -1.64589552684",Betton,AUCUNE,2,24.2,C,Chêne commun,,Non
35024,Betton,35,,,,Haie,Cerisier,Actif,< 15,0,2031,,"48.1812360423, -1.64589552684",Betton,TAILLE,,13.5,A,Cerisier,100,Non
35132,Hirel,35,,,,Haie,"Cornouiller (mâle ou sauvage),Charme commun (Charmille),Noisetier (Coudrier, pourpre, tortueux)",Actif,< 15,0,2099,,"48.5948348848, -1.80915236052",Hirel,TAILLE,,10.0,B,Charme commun (Charmille),100,Non
35278,Saint-Grégoire,35,,,,Taillis,"Tremble (Peuplier tremble),Saule marsault (des chèvres),Bouleau",Actif,< 15,0,2025,,"48.1588840471, -1.68571943452",Saint-Grégoire,DÉBROUSSAILLAGE,13,9.0,B,Bouleau,100,Non
35278,Saint-Grégoire,35,,,,Lisière,,Actif,> 30,0,2031,,"48.1588840471, -1.68571943452",Saint-Grégoire,ELAGAGE EN RIDEAU,,0.0,,Châtaignier,0,Non
35051,Cesson-Sévigné,35,,,,Taillis,"Bouleau,Chêne commun,Saule (blanc, argenté, vivier, Osier blanc)",Neutre,< 15,0,,,"48.1202268032, -1.59714447272",Cesson-Sévigné,AUCUNE,,10.0,B,Bouleau,,Non
35047,Bruz,35,,,,Futaie,"Aulne,Bouleau,Tremble (Peuplier tremble)",Actif,15 - 30,0,2099,,"48.0261755313, -1.74817480915",Bruz,ABATTAGE,8,6.0,C,Tremble (Peuplier tremble),100,Non
