Rentrée scolaire,UAI,patronyme,adresse_condensee,code_postal,commune_d_implantation,commune_d_implantation_lib_l,commune_et_arrondissement,commune_et_arrondissement_lib_l,secteur_d_enseignement_lib_l,mef_bcp_11,mef_bcp_11_lib_l,mef_bcp_6,mef_bcp_6_lib_l,nombre_d_eleves_total,nombre_d_eleves_filles,nombre_d_eleves_garcons
2025,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23820025412,1ERPRO CARROSSIER PEINTRE AUTOMOBILE,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),10,0,10
2025,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23820031106,1ERPRO LOGISTIQUE,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),20,3,17
2022,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23220023446,2CAP2  CHARPENTIER BOIS,232200,CAP EN 2 ANS : 2EME ANNEE,8,2,6
2022,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23210023446,1CAP2  CHARPENTIER BOIS,232100,CAP EN 2 ANS : 1ERE ANNEE,11,0,11
2022,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23210022141,1CAP2  PATISSIER,232100,CAP EN 2 ANS : 1ERE ANNEE,12,6,6
2022,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23210033412,1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT,232100,CAP EN 2 ANS : 1ERE ANNEE,12,4,8
2022,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23830022105,TLEPRO BOULANGER-PÂTISSIER,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),22,18,4
2022,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23830025215,TLEPRO MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),12,0,12
2022,0352009U,VICTOR ET HELENE BASCH,V. ET H. BASCH AVENUE TILLON,35000,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,32211032612,1BTS2  SERV.INFORMATIQ.ORGAN.1ERE ANNEE,322110,BREVET  DE TECH.SUP.EN 2 ANS : 1E ANNEE,26,2,24
2021,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23820023404,1ERPRO TECHNICIEN CONSTRUCTEUR BOIS,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),6,0,6
2021,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23830023405,TLEPRO TECHNICIEN MENUISIER AGENCEUR,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),11,1,10
2021,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23830024203,TLEPRO METIERS DE LA MODE - VÊTEMENT,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),41,39,2
2021,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23210033411,1CAP2  ASS. TECH. MILIEUX FAMIL.COLLECT.,232100,CAP EN 2 ANS : 1ERE ANNEE,12,9,3
2021,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23820024203,1ERPRO METIERS DE LA MODE - VÊTEMENT,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),47,40,7
2021,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23810024203,2NDPRO METIERS DE LA MODE - VÊTEMENT,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),48,45,3
2021,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23220031122,2CAP2  OPERATEUR/OPERATRICE LOGISTIQUE,232200,CAP EN 2 ANS : 2EME ANNEE,12,0,12
2021,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23820031107,1ERPRO CONDUCT. TRANSP.ROUT.MARCHANDISES,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),23,2,21
2021,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23810030003,"2NDPRO MET.GEST.ADM.,TRA.&LOG.2NDE COMM.",238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),24,6,18
2021,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23820031106,1ERPRO LOGISTIQUE,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),18,5,13
2021,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23810025408,2NDPRO REPARATION DES CARROSSERIES,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),13,1,12
2021,0352009U,VICTOR ET HELENE BASCH,V. ET H. BASCH AVENUE TILLON,35000,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,32221032613,2BTS2  SERV.INFORMATIQ.ORGAN.OPT.A.SISR,322210,BREVET  DE TECH.SUP.EN 2 ANS : 2E ANNEE,12,2,10
2019,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23830023405,TLEPRO TECHNICIEN MENUISIER AGENCEUR,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),13,3,10
2019,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23220025524,2CAP2  ELECTRICIEN,232200,CAP EN 2 ANS : 2EME ANNEE,9,0,9
2019,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23210023440,1CAP2  CONSTRUCTEUR BOIS,232100,CAP EN 2 ANS : 1ERE ANNEE,6,0,6
2019,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23820023404,1ERPRO TECHNICIEN CONSTRUCTEUR BOIS,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),7,0,7
2019,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23830022105,TLEPRO BOULANGER-PÂTISSIER,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),20,6,14
2019,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23810031211,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),63,37,26
2019,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23820033403,1ERPRO COMMERC. SERVICES EN RESTAURATION,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),24,8,16
2019,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23810033403,2NDPRO COMMERC. SERVICES EN RESTAURATION,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),23,11,12
2019,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23210031117,1CAP2  CONDUCTEUR ROUTIER MARCHANDISES,232100,CAP EN 2 ANS : 1ERE ANNEE,12,0,12
2019,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23810031107,2NDPRO CONDUCT. TRANSP.ROUT.MARCHANDISES,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),24,2,22
2019,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23810025408,2NDPRO REPARATION DES CARROSSERIES,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),14,0,14
2019,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23820025214,1ERPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),11,2,9
2019,0352009U,VICTOR ET HELENE BASCH,V. ET H. BASCH AVENUE TILLON,35000,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,32211032609,1BTS2  SERV.INFORMATIQ.ORGAN.1ERE ANNEE,322110,BREVET  DE TECH.SUP.EN 2 ANS : 1E ANNEE,28,4,24
2019,0352009U,VICTOR ET HELENE BASCH,V. ET H. BASCH AVENUE TILLON,35000,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,32221032610,2BTS2  SERV.INFORMATIQ.ORGAN.OPT.SISR,322210,BREVET  DE TECH.SUP.EN 2 ANS : 2E ANNEE,11,1,10
2019,0352009U,VICTOR ET HELENE BASCH,V. ET H. BASCH AVENUE TILLON,35000,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,32221032611,2BTS2  SERV.INFORMATIQ.ORGAN.OPT.SLAM,322210,BREVET  DE TECH.SUP.EN 2 ANS : 2E ANNEE,20,4,16
2020,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23220023441,2CAP2  MENUISIER FABRICT MEN MOB AGENCMT,232200,CAP EN 2 ANS : 2EME ANNEE,12,0,12
2020,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23820023405,1ERPRO TECHNICIEN MENUISIER AGENCEUR,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),13,1,12
2020,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23810033404,2NDPRO MET.HOTEL.-RESTAUR. 2NDE COMMUNE,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),47,17,30
2020,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23820031213,1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),32,19,13
2020,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23820025214,1ERPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),9,0,9
2020,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23810025218,2NDPRO MAINTENANCE VEHIC. 2NDE COMMUNE,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),24,0,24
2020,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23810031107,2NDPRO CONDUCT. TRANSP.ROUT.MARCHANDISES,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),24,1,23
2020,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23820031107,1ERPRO CONDUCT. TRANSP.ROUT.MARCHANDISES,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),24,2,22
2020,0352009U,VICTOR ET HELENE BASCH,V. ET H. BASCH AVENUE TILLON,35000,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,32221031212,2BTS2  NEGO. ET DIGITAL. RELATION CLIENT,322210,BREVET  DE TECH.SUP.EN 2 ANS : 2E ANNEE,47,28,19
2024,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23210023446,1CAP2  CHARPENTIER BOIS,232100,CAP EN 2 ANS : 1ERE ANNEE,13,0,13
2024,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23210022141,1CAP2  PATISSIER,232100,CAP EN 2 ANS : 1ERE ANNEE,12,6,6
2024,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23210033002,1CAP2  AGENT ACCOMPAGNANT AU GRAND AGE,232100,CAP EN 2 ANS : 1ERE ANNEE,12,12,0
2024,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23210022142,"1CAP2  PROD.SERV.REST. (RAPID,COLL,CAFE)",232100,CAP EN 2 ANS : 1ERE ANNEE,12,2,10
2024,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23830022106,TLEPRO CUISINE,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),24,6,18
2024,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23820024203,1ERPRO METIERS DE LA MODE - VÊTEMENT,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),48,44,4
2024,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23820025215,1ERPRO MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),17,1,16
2024,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23220031122,2CAP2  OPERATEUR/OPERATRICE LOGISTIQUE,232200,CAP EN 2 ANS : 2EME ANNEE,15,2,13
2024,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23210031122,1CAP2  OPERATEUR/OPERATRICE LOGISTIQUE,232100,CAP EN 2 ANS : 1ERE ANNEE,23,5,18
2024,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23820031107,1ERPRO CONDUCT. TRANSP.ROUT.MARCHANDISES,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),22,3,19
2024,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23820025412,1ERPRO CARROSSIER PEINTRE AUTOMOBILE,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),16,0,16
2024,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23810031107,2NDPRO CONDUCT. TRANSP.ROUT.MARCHANDISES,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),24,4,20
2023,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23830033403,TLEPRO COMMERC. SERVICES EN RESTAURATION,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),21,7,14
2023,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23220022141,2CAP2  PATISSIER,232200,CAP EN 2 ANS : 2EME ANNEE,11,7,4
2023,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23220022142,"2CAP2  PROD.SERV.REST. (RAPID,COLL,CAFE)",232200,CAP EN 2 ANS : 2EME ANNEE,12,3,9
2023,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23820031106,1ERPRO LOGISTIQUE,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),21,5,16
2023,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23820025214,1ERPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),10,0,10
2023,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23810025222,2NDPRO MET.MAIN.MATER.VEHIC.2NDE COMMUNE,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),30,1,29
2023,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23830025214,TLEPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),8,0,8
2023,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23830025215,TLEPRO MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),5,0,5
2023,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23830031106,TLEPRO LOGISTIQUE,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),16,4,12
2023,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23110025433,1CAP1  PEINTURE EN CARROSSERIE,231100,CAP EN 1 AN,7,0,7
2023,0352009U,VICTOR ET HELENE BASCH,V. ET H. BASCH AVENUE TILLON,35000,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,32211032612,1BTS2  SERV.INFORMATIQ.ORGAN.1ERE ANNEE,322110,BREVET  DE TECH.SUP.EN 2 ANS : 1E ANNEE,28,3,25
2023,0352009U,VICTOR ET HELENE BASCH,V. ET H. BASCH AVENUE TILLON,35000,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,32211031212,1BTS2  NEGO. ET DIGITAL. RELATION CLIENT,322110,BREVET  DE TECH.SUP.EN 2 ANS : 1E ANNEE,68,35,33
2023,0352009U,VICTOR ET HELENE BASCH,V. ET H. BASCH AVENUE TILLON,35000,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,32221032614,2BTS2  SERV.INFORMATIQ.ORGAN.OPT.B.SLAM,322210,BREVET  DE TECH.SUP.EN 2 ANS : 2E ANNEE,12,2,10
2024,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23220025524,2CAP2  ELECTRICIEN,232200,CAP EN 2 ANS : 2EME ANNEE,9,2,7
2024,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23220023447,2CAP2  MENUISIER FABRICANT,232200,CAP EN 2 ANS : 2EME ANNEE,7,1,6
2024,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23810023409,2NDPRO MET.AGENC.MENUIS.AMEUB.2NDE COMM.,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),14,2,12
2024,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23820023405,1ERPRO TECHNICIEN MENUISIER AGENCEUR,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),9,2,7
2024,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23210023447,1CAP2  MENUISIER FABRICANT,232100,CAP EN 2 ANS : 1ERE ANNEE,12,0,12
2024,0350009V,ALPHONSE PELLE,ALPHONSE PELLE RUE A. PELLE,35120,35095,DOL-DE-BRETAGNE,35095,DOL-DE-BRETAGNE,SECTEUR PUBLIC,23830023405,TLEPRO TECHNICIEN MENUISIER AGENCEUR,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),13,1,12
2024,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23220033412,2CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT,232200,CAP EN 2 ANS : 2EME ANNEE,12,6,6
2024,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23J00022105,CS-3   CUISINIER DESSERTS RESTAURANT,23J000,CERTIFICAT DE SPECIALISATION DE NIVEAU 3,8,5,3
2024,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23810033404,2NDPRO MET.HOTEL.-RESTAUR. 2NDE COMMUNE,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),47,32,15
2024,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23810025412,2NDPRO CARROSSIER PEINTRE AUTOMOBILE,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),20,1,19
2024,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23220031117,2CAP2  CONDUCTEUR ROUTIER MARCHANDISES,232200,CAP EN 2 ANS : 2EME ANNEE,12,3,9
2024,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23830025408,TLEPRO REPARATION DES CARROSSERIES,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),16,1,15
2024,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23210031118,1CAP2  CONDUCTEUR LIVREUR MARCHANDISES,232100,CAP EN 2 ANS : 1ERE ANNEE,12,1,11
2024,0350050P,BEL AIR,BEL AIR RUE RENAN,35190,35337,TINTENIAC,35337,TINTENIAC,SECTEUR PUBLIC,23830031106,TLEPRO LOGISTIQUE,238300,BAC PRO 3 ANS : TERM PRO (OU 3E ANNEE),16,6,10
2024,0352009U,VICTOR ET HELENE BASCH,V. ET H. BASCH AVENUE TILLON,35000,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,32221031212,2BTS2  NEGO. ET DIGITAL. RELATION CLIENT,322210,BREVET  DE TECH.SUP.EN 2 ANS : 2E ANNEE,51,24,27
2024,0352009U,VICTOR ET HELENE BASCH,V. ET H. BASCH AVENUE TILLON,35000,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,32221032614,2BTS2  SERV.INFORMATIQ.ORGAN.OPT.B.SLAM,322210,BREVET  DE TECH.SUP.EN 2 ANS : 2E ANNEE,9,0,9
2025,0352009U,VICTOR ET HELENE BASCH,V. ET H. BASCH AVENUE TILLON,35000,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,32211032612,1BTS2  SERV.INFORMATIQ.ORGAN.1ERE ANNEE,322110,BREVET  DE TECH.SUP.EN 2 ANS : 1E ANNEE,32,1,31
2025,0352009U,VICTOR ET HELENE BASCH,V. ET H. BASCH AVENUE TILLON,35000,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,32221032613,2BTS2  SERV.INFORMATIQ.ORGAN.OPT.A.SISR,322210,BREVET  DE TECH.SUP.EN 2 ANS : 2E ANNEE,13,1,12
2025,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23210033413,1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT,232100,CAP EN 2 ANS : 1ERE ANNEE,12,10,2
2025,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23220033413,2CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT,232200,CAP EN 2 ANS : 2EME ANNEE,9,7,2
2025,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23820033403,1ERPRO COMMERC. SERVICES EN RESTAURATION,238200,BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE),24,19,5
2025,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23210022142,"1CAP2  PROD.SERV.REST. (RAPID,COLL,CAFE)",232100,CAP EN 2 ANS : 1ERE ANNEE,12,2,10
2025,0350032V,LOUIS GUILLOUX,GUILLOUX AV BUTTES DE COESMES,35700,35238,RENNES,35238,RENNES,SECTEUR PUBLIC,23810033404,2NDPRO MET.HOTEL.-RESTAUR. 2NDE COMMUNE,238100,BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE),47,22,25
